"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-507413493287039","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/22/20","7:23 PM","23.98","0","6.99","2.40","4.36","37.73","-7.74","0","-1.45","0","0"
"O-511813552318431","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/29/20","4:13 PM","24.48","0","2.99","2.13","4.44","34.04","-6.87","0","-1.34","0","0"
"O-592213416190175","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/14/20","7:05 PM","70.07","0","8.99","6.13","8.00","93.19","-19.77","0","-3.14","0","0"
"O-770713432085772","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/16/20","5:32 PM","20.99","0","4.99","2.02","3.15","31.15","-6.50","0","-1.25","0","0"
"O-245413441707398","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/17/20","9:36 PM","29.98","0","2.99","2.55","0","35.52","-8.24","0","-1.38","0","0"
"O-724313330986244","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/6/20","7:35 PM","13.99","0","0.00","0.62","0","14.61","-3.50","0","-0.56","0","-6.00"
"O-794913306662248","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/3/20","5:47 PM","35.72","0","2.99","2.53","6.19","47.43","-9.68","0","-1.56","0","-6.00"
"O-564713542473958","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/27/20","6:22 PM","26.22","0","4.99","2.42","6.73","40.36","-7.80","0","-1.53","0","0"
"O-467813344183781","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/8/20","4:04 PM","17.98","0","0.00","1.39","1.94","21.31","-4.50","0","-0.95","0","0"
"O-413013477659127","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/20/20","7:50 PM","31.97","0","0.00","2.48","0","34.45","-7.99","0","-1.35","0","0"
"O-643113484779924","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/21/20","6:52 PM","22.77","0","4.99","2.15","4.49","34.40","-6.94","0","-1.35","0","0"
"O-515613374722426","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/10/20","5:19 PM","35.98","0","8.99","3.49","7.27","55.73","-11.24","0","-2.00","0","0"
"O-476913482348347","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/21/20","5:59 PM","40.96","0","0.00","3.17","0","44.13","-10.24","0","-1.65","0","0"
"O-591313306551277","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/3/20","6:24 PM","21.94","0","6.99","1.78","6.14","36.85","-7.23","0","-1.24","0","-6.00"
"O-623013568831574","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"11/30/20","12:55 PM","10.74","0","0.00","0.83","1.50","13.07","-2.69","0","-0.70","0","0"
"O-315613509129527","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/23/20","7:05 PM","16.98","0","0.00","1.32","0","18.30","-3.40","-1.70","-0.86","0","0"
"O-950213501474541","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/24/20","12:20 PM","13.99","0","0.00","1.08","0","15.07","-2.80","-1.40","-0.76","0","0"
"O-208813388332822","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/12/20","12:45 PM","58.19","0","0.00","4.51","0","62.70","-11.64","-5.82","-2.21","0","0"
"O-345513522379147","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/25/20","9:30 PM","19.73","0","0.00","1.53","0","21.26","-3.95","-1.97","-0.95","0","0"
"O-045513319730265","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/5/20","12:25 PM","15.49","0","0.00","1.20","0","16.69","-3.10","-1.55","-0.81","0","0"
"O-929813437981473","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/17/20","12:35 PM","42.21","0","0.00","3.27","0","45.48","-8.44","-4.22","-1.69","0","0"
"O-296013310790514","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/5/20","2:40 PM","13.99","0","0.00","1.08","0","15.07","-2.80","-1.40","-0.76","0","0"
"O-273813565166604","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/29/20","6:20 PM","30.98","0","0.00","2.40","0","33.38","-6.20","-3.10","-1.32","0","0"
"O-398113419529807","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/15/20","4:30 PM","24.48","0","0.00","1.90","0","26.38","-4.90","-2.45","-1.10","0","0"
"O-718113273300023","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/1/20","4:40 PM","21.98","0","0.00","1.70","0","23.68","-4.40","-2.20","-1.02","0","0"
"O-591313286555838","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/1/20","5:45 PM","27.74","0","0.00","2.15","0","29.89","-5.55","-2.77","-1.21","0","0"
"O-990313489576343","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/22/20","1:10 PM","33.47","0","0.00","2.59","0","36.06","-6.69","-3.35","-1.40","0","0"
"O-718113313385636","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/5/20","4:30 PM","23.97","0","0.00","1.86","0","25.83","-4.79","-2.40","-1.09","0","0"
"O-119513537170732","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/27/20","12:50 PM","14.98","0","0.00","1.16","0","16.14","-3.00","-1.50","-0.79","0","0"
"T-AwAAEsgrCqgv0DAwEeuoN01hOODk7w","The Wing Stop - Alton Pkwy","Account Adjustment","Order 34551352-2379147 
-TG","11/26/20","1:40 PM","0","0","0.00","0.00","0","19.73","0","0","0","0","0"
"O-491913459754822","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/19/20","4:20 PM","26.99","0","0.00","2.09","0","29.08","-5.40","-2.70","-1.19","0","0"
"O-721613562145023","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/30/20","12:15 PM","19.98","0","0.00","1.55","0","21.53","-4.00","-2.00","-0.96","0","0"
"O-016013323800275","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/5/20","5:35 PM","27.74","0","0.00","2.15","0","29.89","-5.55","-2.77","-1.21","0","0"
"O-425713563619839","The Wing Stop - Alton Pkwy","Adjustment of O-425713563619839","Menu item missing","11/30/20","5:24 PM","-27.47","0","0.00","-2.13","0","-29.60","5.49","2.75","1.20","0","0"
"O-964313379687163","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/11/20","2:10 PM","15.49","0","0.00","1.20","0","16.69","-3.10","-1.55","-0.81","0","0"
"O-649913479569134","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/20/20","7:55 PM","44.97","0","0.00","3.49","0","48.46","-8.99","-4.50","-1.78","0","0"
"O-560613414994858","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/14/20","8:35 PM","10.99","0","0.00","0.85","0","11.84","-2.20","-1.10","-0.66","0","0"
"O-425713563619839","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/30/20","5:00 PM","27.47","0","0.00","2.13","0","29.60","-5.49","-2.75","-1.20","0","0"
"O-810313300841708","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/4/20","2:05 PM","14.74","0","0.00","1.14","0","15.88","-2.95","-1.47","-0.78","0","0"
"O-043813362989793","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/9/20","6:45 PM","19.48","0","0.00","1.51","0","20.99","-3.90","-1.95","-0.94","0","0"
"O-245413441707289","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/17/20","9:10 PM","23.46","0","0.00","1.82","0","25.28","-4.69","-2.35","-1.07","0","0"
"O-345513522379147","The Wing Stop - Alton Pkwy","Adjustment of O-345513522379147","Change of Plans","11/25/20","10:00 PM","-19.73","0","0.00","-1.53","0","-21.26","3.95","1.97","0.95","0","0"
"O-398113429592115","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/15/20","5:35 PM","24.48","0","0.00","1.90","0","26.38","-4.90","-2.45","-1.10","0","0"
"O-939913518369922","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/24/20","6:15 PM","27.96","0","0.00","2.17","0","30.13","-5.59","-2.80","-1.22","0","0"
"O-511813502382082","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/24/20","4:00 PM","31.22","0","0.00","2.42","0","33.64","-6.24","-3.12","-1.33","0","0"
"O-960613526924885","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/25/20","5:05 PM","72.16","0","0.00","5.59","0","77.75","-14.43","-7.22","-2.67","0","0"
"O-417213320528755","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/5/20","8:30 PM","15.49","0","0.00","1.20","0","16.69","-3.10","-1.55","-0.81","0","0"
"O-582013324836923","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/5/20","7:35 PM","10.49","0","0.00","0.81","0","11.30","-2.10","-1.05","-0.64","0","0"
"O-572413384844556","The Wing Stop - Alton Pkwy","Prepaid Order",,"11/11/20","5:45 PM","51.43","0","0.00","3.99","0","55.42","-10.29","-5.14","-1.99","0","0"
"T-AwAAH1tazrVOkCHoEeuaryPxOC3j2Q","Trattoria Contadina - Alton Pkwy","Account Adjustment","11771333-6392055 js","11/8/20","9:35 AM","0","0","0.00","0.00","0","10.99","0","0","0","0","0"
"O-476913502379457","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/23/20","6:15 PM","25.96","0","0.00","2.01","0","27.97","-5.19","-2.60","-1.15","0","0"
"O-492513449308468","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/18/20","1:00 PM","10.99","0","0.00","0.85","0","11.84","-2.20","-1.10","-0.66","0","0"
"O-467813354130691","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/8/20","8:10 PM","26.98","0","0.00","2.09","0","29.07","-5.40","-2.70","-1.19","0","0"
"O-417213350522188","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/8/20","9:25 PM","14.97","0","0.00","1.16","0","16.13","-2.99","-1.50","-0.79","0","0"
"O-990313489528559","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/21/20","9:25 PM","13.74","0","0.00","1.06","0","14.80","-2.75","-1.37","-0.75","0","0"
"O-155513401184707","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/13/20","9:30 PM","23.72","0","0.00","1.84","0","25.56","-4.74","-2.37","-1.08","0","0"
"O-180713517205801","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/24/20","6:05 PM","18.45","0","0.00","1.43","0","19.88","-3.69","-1.85","-0.91","0","0"
"O-722013406794046","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/13/20","6:40 PM","20.97","0","0.00","1.63","0","22.60","-4.19","-2.10","-0.99","0","0"
"O-117713336392055","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/6/20","7:05 PM","115.89","0","0.00","8.98","0","124.87","-23.18","-11.59","-4.11","0","0"
"O-344713377666932","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/10/20","9:35 PM","23.96","0","0.00","1.86","0","25.82","-4.79","-2.40","-1.09","0","0"
"O-721513563013207","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/29/20","6:10 PM","21.98","0","0.00","1.70","0","23.68","-4.40","-2.20","-1.02","0","0"
"O-120413410025905","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/14/20","8:50 PM","41.92","0","0.00","3.25","0","45.17","-8.38","-4.19","-1.68","0","0"
"O-521213480658221","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/21/20","6:45 PM","32.46","0","0.00","2.52","0","34.98","-6.49","-3.25","-1.37","0","0"
"O-722013426794601","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/15/20","8:45 PM","16.73","0","0.00","1.30","0","18.03","-3.35","-1.67","-0.85","0","0"
"O-747413360360921","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"11/9/20","6:30 PM","34.96","0","0.00","2.71","0","37.67","-6.99","-3.50","-1.45","0","0"
"O-117713336392055","Trattoria Contadina - Alton Pkwy","Adjustment of O-117713336392055","MISSING_ITEM - Refund requested by diner via help interaction","11/6/20","7:13 PM","-10.99","0","0.00","-0.85","0","-11.84","0","0","0","0","0"
