Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Discounts,Adjustments,Marketplace Facilitator Tax,Total Tax Charged to Customer,Tax Passed through to Operator,Tip,Restaurant Fulfilled Delivery Fee,Other,You earned,Notes
Delivery,2022-03-01,#a38ab825,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.47,-$8.07,-$5.02,$0.00,$0.00,$2.20,$2.20,,$0.00,,$22.58,
Delivery,2022-03-01,#f621dec0,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$55.96,-$14.09,-$8.00,$0.00,$0.00,$3.72,$3.72,,$0.00,,$37.59,
Delivery,2022-03-02,#f217bd9d,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$5.86,-$5.00,$0.00,$0.00,$1.77,$1.77,,$0.00,,$18.81,
Delivery,2022-03-02,#DC528,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$32.99,-$10.20,-$3.00,$0.00,-$2.32,$2.32,$0.00,,$0.00,,$19.79,
Delivery,2022-03-02,#3E08A,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,-$1.01,$1.01,$0.00,,$0.00,,$7.79,
Delivery,2022-03-02,#6A552,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.98,-$7.50,-$0.49,$0.00,-$1.55,$1.55,$0.00,,$0.00,,$11.99,
Delivery,2022-03-02,#5C33B,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.98,-$4.59,-$3.00,$0.00,-$1.24,$1.24,$0.00,,$0.00,,$11.39,
Delivery,2022-03-02,#037118137259873,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$17.98,-$7.19,$0.00,$0.00,$0.00,$1.39,$1.39,,$0.00,,$12.18,
Delivery,2022-03-02,#EAB5C,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$67.00,-$26.80,$0.00,$0.00,-$5.19,$5.19,$0.00,,$0.00,,$40.20,
Delivery,2022-03-02,#5ce02ec8,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.00,-$7.20,$0.00,$0.00,$0.00,$1.40,$1.40,,$0.00,,$12.20,
Delivery,2022-03-02,#E0180,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.98,-$9.99,$0.00,$0.00,-$1.94,$1.94,$0.00,,$0.00,,$14.99,
Delivery,2022-03-02,#6B49A,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.99,-$9.60,$0.00,$0.00,-$1.86,$1.86,$0.00,,$0.00,,$14.39,
Delivery,2022-03-02,#2ee283df,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.49,-$7.80,$0.00,$0.00,$0.00,$1.51,$1.51,,$0.00,,$13.20,
Delivery,2022-03-02,#1662a3f5,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.94,-$12.77,$0.00,$0.00,$0.00,$2.48,$2.48,,$0.00,,$21.65,
Delivery,2022-03-02,#913218142624260,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$14.95,-$0.83,-$5.00,$0.00,$0.00,$0.77,$0.77,,$0.00,,$9.89,
Delivery,2022-03-02,#df001ddb,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.73,-$11.89,$0.00,$0.00,$0.00,$2.30,$2.30,,$0.00,,$20.14,
Delivery,2022-03-02,#B32EC,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.98,-$7.59,$0.00,$0.00,-$1.47,$1.47,$0.00,,$0.00,,$11.39,
Delivery,2022-03-02,#522CF,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$38.00,-$12.20,-$3.00,$0.00,-$2.71,$2.71,$0.00,,$0.00,,$22.80,
Delivery,2022-03-02,#8f359d99,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$75.93,-$21.38,-$8.99,$0.00,$0.00,$5.26,$5.26,,$0.00,,$50.82,
Delivery,2022-03-02,#488DD,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,-$1.01,$1.01,$0.00,,$0.00,,$7.80,
Delivery,2022-03-02,#04ace519,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.49,-$9.00,$0.00,$0.00,$0.00,$1.74,$1.74,,$0.00,,$15.23,
Delivery,2022-03-02,#ed20c37f,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.98,-$5.89,-$5.00,$0.00,$0.00,$1.78,$1.78,,$0.00,,$18.87,
Delivery,2022-03-02,#92154b31,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.99,-$8.80,$0.00,$0.00,$0.00,$1.70,$1.70,,$0.00,,$14.89,
Delivery,2022-03-02,#44cf742c,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.99,-$7.44,-$4.65,$0.00,$0.00,$2.04,$2.04,,$0.00,,$20.94,
Delivery,2022-03-03,#dac71ab9,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$0.00,$1.01,$1.01,,$0.00,,$8.80,
Delivery,2022-03-03,#416718149936924,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$13.00,-$5.20,$0.00,$0.00,$0.00,$1.01,$1.01,,$0.00,,$8.81,
Delivery,2022-03-03,#76532231,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.00,-$9.20,$0.00,$0.00,$0.00,$1.78,$1.78,,$0.00,,$15.58,
Delivery,2022-03-03,#130918148547334,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$13.95,-$0.43,-$5.00,$0.00,$0.00,$0.69,$0.69,,$0.00,,$9.21,
Delivery,2022-03-03,#48844,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.00,-$6.40,$0.00,$0.00,-$1.24,$1.24,$0.00,,$0.00,,$9.60,
Delivery,2022-03-03,#a3136e56,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$11.99,-$4.80,$0.00,$0.00,$0.00,$0.93,$0.93,,$0.00,,$8.12,
Delivery,2022-03-03,#c994b8b2,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.90,-$6.66,-$5.00,$0.00,$0.00,$1.93,$1.93,,$0.00,,$20.17,
Delivery,2022-03-03,#44697,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$26.00,-$10.40,$0.00,$0.00,-$2.02,$2.02,$0.00,,$0.00,,$15.60,
Delivery,2022-03-03,#2f9897e6,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.00,-$12.40,$0.00,$0.00,$0.00,$2.40,$2.40,,$0.00,,$21.00,
Delivery,2022-03-03,#d68966f3,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.97,-$4.84,$0.00,-$17.87,$0.00,$2.32,$2.32,,$0.00,,$9.58,
Delivery,2022-03-03,#67fe4ab0,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.99,-$12.40,$0.00,$0.00,$0.00,$2.40,$2.40,,$0.00,,$20.99,
Delivery,2022-03-03,#029218152292562,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$25.97,-$7.30,-$3.00,$0.00,$0.00,$1.78,$1.78,,$0.00,,$17.45,
Delivery,2022-03-03,#4C4E3,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$33.98,-$13.59,$0.00,$0.00,-$2.63,$2.63,$0.00,,$0.00,,$20.39,
Delivery,2022-03-03,#5AB3F,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.00,-$5.00,-$3.00,$0.00,-$1.32,$1.32,$0.00,,$0.00,,$12.00,
Delivery,2022-03-03,#53168,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.95,-$7.58,$0.00,$0.00,-$1.47,$1.47,$0.00,,$0.00,,$11.37,
Delivery,2022-03-03,#0DF36,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$8.00,$0.00,$0.00,-$1.55,$1.55,$0.00,,$0.00,,$11.99,
Delivery,2022-03-03,#6d88f1f4,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$56.80,-$17.42,-$5.00,$0.00,$0.00,$4.01,$4.01,,$0.00,,$38.39,
Delivery,2022-03-03,#34dc6dd5,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$0.00,$1.01,$1.01,,$0.00,,$8.80,
Delivery,2022-03-03,#03e2d481,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$81.44,-$24.27,-$8.00,$0.00,$0.00,$5.69,$5.69,,$0.00,,$54.86,
Delivery,2022-03-04,#314f8105,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$56.80,-$17.42,-$5.00,$0.00,$0.00,$4.01,$4.01,,$0.00,,$38.39,
Delivery,2022-03-04,#471E0,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.98,-$7.59,$0.00,$0.00,-$1.47,$1.47,$0.00,,$0.00,,$11.39,
Delivery,2022-03-04,#5013f885,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.48,-$10.59,$0.00,$0.00,$0.00,$2.05,$2.05,,$0.00,,$17.94,
Delivery,2022-03-04,#BD099,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.44,-$4.38,-$3.00,$0.00,-$1.20,$1.20,$0.00,,$0.00,,$11.06,
Delivery,2022-03-04,#642ff6d3,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$0.00,$1.00,$1.00,,$0.00,,$8.77,
Delivery,2022-03-04,#D32B1,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$6.18,$0.00,$0.00,-$1.20,$1.20,$0.00,,$0.00,,$9.27,
Delivery,2022-03-04,#130918158586188,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$34.47,-$10.69,-$3.00,$0.00,$0.00,$2.44,$2.44,,$0.00,,$23.22,
Delivery,2022-03-04,#718DA,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,-$1.01,$1.01,$0.00,,$0.00,,$7.79,
Delivery,2022-03-04,#782518167053795,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$38.96,-$12.49,-$3.00,$0.00,$0.00,$2.79,$2.79,,$0.00,,$26.26,
Delivery,2022-03-04,#c2626f77,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.98,-$7.99,$0.00,$0.00,$0.00,$1.55,$1.55,,$0.00,,$13.54,
Delivery,2022-03-04,#340318167066217,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$26.90,-$5.61,-$5.00,$0.00,$0.00,$1.70,$1.70,,$0.00,,$17.99,
Delivery,2022-03-04,#efff32b4,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$66.46,-$26.58,$0.00,$0.00,$0.00,$5.15,$5.15,,$0.00,,$45.03,
Delivery,2022-03-04,#940bb1f4,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$0.00,$0.00,$1.20,$1.20,,$0.00,,$10.47,
Delivery,2022-03-04,#edc63651,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.95,-$5.98,$0.00,$0.00,$0.00,$1.16,$1.16,,$0.00,,$10.13,
Delivery,2022-03-04,#22273b9d,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.40,-$11.76,$0.00,$0.00,$0.00,$2.28,$2.28,,$0.00,,$19.92,
Delivery,2022-03-04,#8F2E1,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.98,-$7.99,$0.00,$0.00,-$1.55,$1.55,$0.00,,$0.00,,$11.99,
Delivery,2022-03-04,#B093F,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$31.00,-$9.40,-$3.00,$0.00,-$2.17,$2.17,$0.00,,$0.00,,$18.60,
Delivery,2022-03-04,#4f103397,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$0.00,$1.00,$1.00,,$0.00,,$8.77,
Delivery,2022-03-04,#3C030,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.00,-$3.40,-$3.00,$0.00,-$1.01,$1.01,$0.00,,$0.00,,$9.60,
Delivery,2022-03-04,#138618164324636,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$30.97,-$12.39,$0.00,$0.00,$0.00,$2.40,$2.40,,$0.00,,$20.98,
Delivery,2022-03-04,#c992ed6e,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$5.86,-$5.00,$0.00,$0.00,$1.77,$1.77,,$0.00,,$18.81,
Delivery,2022-03-05,#913218162665666,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$14.95,-$5.98,$0.00,$0.00,$0.00,$1.16,$1.16,,$0.00,,$10.13,
Delivery,2022-03-05,#3BA48,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$18.00,-$7.20,$0.00,$0.00,-$1.40,$1.40,$0.00,,$0.00,,$10.80,
