"ID","Restaurant","Type","Description","Date","Time","Subtotal","Delivery Fee","Service Fee","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-940317961118893","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/13/22","3:00 PM","110.44","6.99","0","9.10","10.00","136.53","-17.61","0","-4.46","0","0"
"O-798317958743112","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/11/22","6:43 PM","57.51","1.99","0","3.99","9.52","73.01","-8.93","0","-2.28","0","-8.00"
"O-985117919917250","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/8/22","1:00 PM","11.99","0.00","0","0.93","0","12.92","-1.80","0","-0.69","0","0"
"O-534117945352822","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/11/22","2:51 PM","20.98","0.00","0","1.63","0","22.61","-3.15","-2.10","-0.99","0","0"
"O-491317951661137","Aroma Pizza & Pasta - Alton Pkwy","Cash Order",,"2/12/22","11:17 AM","14.53","0.00","0","1.13","0","15.66","-2.18","0","0","0","0"
"O-859117897409213","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/5/22","6:30 PM","66.45","4.99","0","5.54","10.00","86.98","-10.72","0","-2.95","0","0"
"O-753318040926983","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/20/22","6:38 PM","26.98","0.00","0","2.09","0","29.07","-4.05","0","-1.19","0","0"
"O-010618085854939","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/24/22","6:20 PM","48.17","4.99","0","4.12","10.10","67.38","-7.97","0","-2.36","0","0"
"O-230318026168112","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/18/22","5:46 PM","41.57","0.00","0","3.22","0","44.79","-6.24","0","-1.67","0","0"
"O-595018096941247","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/25/22","8:32 PM","30.98","6.99","0","2.94","6.14","47.05","-5.70","0","-1.74","0","0"
"O-003417890616320","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/6/22","2:18 PM","89.26","2.99","0","6.53","8.00","106.78","-13.84","0","-3.31","0","-8.00"
"O-902618117554507","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/27/22","7:29 PM","21.57","0.00","0","1.67","0","23.24","-3.24","0","-1.01","0","0"
"O-940318031165889","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/19/22","5:50 PM","58.95","0.00","0","4.57","0","63.52","-8.84","0","-2.24","0","0"
"O-595018056940028","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/22/22","1:10 PM","12.98","0.00","0","1.01","0","13.99","-1.95","0","-0.73","0","0"
"O-514517955904939","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/13/22","4:30 PM","63.26","2.99","0","5.13","14.27","85.65","-9.94","0","-2.91","0","0"
"O-604418062976341","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/23/22","5:15 PM","204.97","19.99","0","17.44","10.00","252.40","-39.37","0","-8.00","0","0"
"O-753317900922036","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/7/22","11:56 AM","20.47","4.99","0","1.98","5.49","32.93","-3.82","0","-1.30","0","0"
"O-020618096408312","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/26/22","11:14 AM","34.97","0.00","0","2.71","0","37.68","-5.25","0","-1.45","0","0"
"O-961517952879058","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/11/22","7:58 PM","39.46","0.00","0","3.06","0","42.52","-5.92","-3.95","-1.60","0","0"
"O-973818107829924","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/26/22","7:25 PM","101.96","0.00","0","7.90","2.00","111.86","-15.29","0","-3.71","0","0"
"O-726817893314202","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/5/22","9:12 PM","21.57","4.99","0","2.06","4.29","32.91","-3.98","0","-1.30","0","0"
"O-774918046364977","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"2/20/22","9:09 PM","22.48","4.99","0","2.13","7.40","37.00","-4.12","0","-1.43","0","0"
