Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Discounts,Adjustments,Marketplace Facilitator Tax,Total Tax Charged to Customer,Tax Passed through to Operator,Tip,Restaurant Fulfilled Delivery Fee,Other,You earned,Notes
Delivery,2022-02-23,#b29f3697,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.49,-$5.80,$0.00,$0.00,$0.00,$1.12,$1.12,,$0.00,,$9.81,
Delivery,2022-02-23,#bc6438fc,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$5.86,-$5.00,$0.00,$0.00,$1.77,$1.77,,$0.00,,$18.81,
Delivery,2022-02-23,#6785bed5,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.00,-$9.20,$0.00,$0.00,$0.00,$1.78,$1.78,,$0.00,,$15.58,
Delivery,2022-02-23,#973818077821977,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$15.98,-$1.24,-$5.00,$0.00,$0.00,$0.85,$0.85,,$0.00,,$10.59,
Delivery,2022-02-23,#1e4cf85e,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$0.00,$0.00,$1.20,$1.20,,$0.00,,$10.47,
Delivery,2022-02-23,#47a9d36a,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$10.99,-$4.40,$0.00,$0.00,$0.00,$0.85,$0.85,,$0.00,,$7.44,
Delivery,2022-02-23,#70920,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.48,-$8.39,-$3.00,$0.00,-$1.97,$1.97,$0.00,,$0.00,,$17.09,
Delivery,2022-02-23,#a150005f,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.98,-$10.39,$0.00,$0.00,$0.00,$2.01,$2.01,,$0.00,,$17.60,
Delivery,2022-02-23,#c4fe1682,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.00,-$5.20,$0.00,$0.00,$0.00,$1.01,$1.01,,$0.00,,$8.81,
Delivery,2022-02-23,#af9013ee,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$0.00,$1.08,$1.08,,$0.00,,$9.45,
Delivery,2022-02-23,#C0E3E,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$66.96,-$23.98,-$2.80,$0.00,-$4.97,$4.97,$0.00,,$0.00,,$40.18,
Delivery,2022-02-24,#685618073322114,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$42.96,-$17.18,$0.00,$0.00,$0.00,$3.33,$3.33,,$0.00,,$29.11,
Delivery,2022-02-24,#149ff413,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$49.22,-$19.69,$0.00,$0.00,$0.00,$3.81,$3.81,,$0.00,,$33.34,
Delivery,2022-02-24,#bc02d5e1,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.98,-$6.39,$0.00,$0.00,$0.00,$1.24,$1.24,,$0.00,,$10.83,
Delivery,2022-02-24,#ab40e60a,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$32.90,-$7.86,-$5.00,$0.00,$0.00,$2.16,$2.16,,$0.00,,$22.20,
Delivery,2022-02-24,#C6A79,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.48,-$5.19,-$3.00,$0.00,-$1.35,$1.35,$0.00,,$0.00,,$12.29,
Adjustment,2022-02-24,#C6A79,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$0.00,$0.85,$0.00,$2.13,$0.00,$0.00,$0.00,,$0.00,,$1.28,
Adjustment,2022-02-24,#C6A79,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$0.00,-$0.85,$0.00,-$2.13,$0.00,$0.00,$0.00,,$0.00,,-$1.28,
Delivery,2022-02-24,#FF429,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,-$1.01,$1.01,$0.00,,$0.00,,$7.80,
Delivery,2022-02-24,#6B35D,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$6.19,$0.00,$0.00,-$1.20,$1.20,$0.00,,$0.00,,$9.30,
Delivery,2022-02-24,#3F2BE,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.95,-$5.18,$0.00,$0.00,-$1.00,$1.00,$0.00,,$0.00,,$7.77,
Delivery,2022-02-24,#07BC2,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$8.00,$0.00,$0.00,-$1.55,$1.55,$0.00,,$0.00,,$11.99,
Delivery,2022-02-24,#51d7e150,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$34.00,-$13.60,$0.00,$0.00,$0.00,$2.64,$2.64,,$0.00,,$23.04,
Delivery,2022-02-24,#29AA4,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$72.30,-$28.92,$0.00,$0.00,-$5.60,$5.60,$0.00,,$0.00,,$43.38,
Delivery,2022-02-24,#2C55D,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.49,-$9.00,$0.00,$0.00,-$1.74,$1.74,$0.00,,$0.00,,$13.49,
Delivery,2022-02-24,#60498,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$46.85,-$18.74,$0.00,$0.00,-$3.63,$3.63,$0.00,,$0.00,,$28.11,
Delivery,2022-02-24,#B8FD0,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$26.90,-$10.76,$0.00,$0.00,-$2.08,$2.08,$0.00,,$0.00,,$16.14,
Delivery,2022-02-24,#cf7b2e7c,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.99,-$6.00,$0.00,$0.00,$0.00,$1.16,$1.16,,$0.00,,$10.15,
Delivery,2022-02-24,#F9585,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.99,-$6.80,$0.00,$0.00,-$1.32,$1.32,$0.00,,$0.00,,$10.19,
Delivery,2022-02-24,#8c4e49e6,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.99,-$11.20,$0.00,$0.00,$0.00,$2.17,$2.17,,$0.00,,$18.96,
Delivery,2022-02-24,#04C70,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.00,-$5.20,$0.00,$0.00,-$1.01,$1.01,$0.00,,$0.00,,$7.80,
Delivery,2022-02-24,#07bec53b,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.45,-$7.38,$0.00,$0.00,$0.00,$1.43,$1.43,,$0.00,,$12.50,
Delivery,2022-02-24,#f8fd6046,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$41.97,-$16.79,$0.00,$0.00,$0.00,$3.25,$3.25,,$0.00,,$28.43,
Delivery,2022-02-24,#18953763,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.97,-$15.59,$0.00,$0.00,$0.00,$3.02,$3.02,,$0.00,,$26.40,
Delivery,2022-02-24,#a4b4f8c5,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$0.00,$1.08,$1.08,,$0.00,,$9.45,
Delivery,2022-02-24,#8df85fce,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$0.00,$1.01,$1.01,,$0.00,,$8.80,
Delivery,2022-02-24,#37222,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$14.95,-$5.98,$0.00,$0.00,-$1.16,$1.16,$0.00,,$0.00,,$8.97,
Delivery,2022-02-24,#9AABB,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.45,-$6.18,$0.00,$0.00,-$1.20,$1.20,$0.00,,$0.00,,$9.27,
Delivery,2022-02-24,#DB942,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$7.39,-$3.00,$0.00,-$1.78,$1.78,$0.00,,$0.00,,$15.59,
Delivery,2022-02-24,#6a2f847c,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$0.00,$0.00,$1.39,$1.39,,$0.00,,$12.18,
Delivery,2022-02-24,#b1b24bc6,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.40,-$6.86,-$5.00,$0.00,$0.00,$1.97,$1.97,,$0.00,,$20.51,
Delivery,2022-02-24,#59AB4,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.97,-$11.59,$0.00,$0.00,-$2.25,$2.25,$0.00,,$0.00,,$17.38,
Delivery,2022-02-24,#B66B8,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$27.99,-$11.20,$0.00,$0.00,-$2.17,$2.17,$0.00,,$0.00,,$16.79,
Delivery,2022-02-24,#b1bcd623,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.48,-$8.19,$0.00,$0.00,$0.00,$1.59,$1.59,,$0.00,,$13.88,
Delivery,2022-02-24,#2517A,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.49,-$6.59,$0.00,$0.00,-$1.28,$1.28,$0.00,,$0.00,,$9.90,
Delivery,2022-02-25,#a8d3d440,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$0.00,$0.00,$1.08,$1.08,,$0.00,,$9.45,
Delivery,2022-02-25,#6956D,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$7.19,$0.00,$0.00,-$1.39,$1.39,$0.00,,$0.00,,$10.79,
Delivery,2022-02-25,#3C07E,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.95,-$6.38,$0.00,$0.00,-$1.24,$1.24,$0.00,,$0.00,,$9.57,
Delivery,2022-02-25,#C3AFE,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$48.96,-$19.58,$0.00,$0.00,-$3.79,$3.79,$0.00,,$0.00,,$29.38,
Delivery,2022-02-25,#EED18,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.99,-$9.60,$0.00,$0.00,-$1.86,$1.86,$0.00,,$0.00,,$14.39,
Delivery,2022-02-25,#46A98,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$27.90,-$11.16,$0.00,$0.00,-$2.16,$2.16,$0.00,,$0.00,,$16.74,
Delivery,2022-02-25,#3d800315,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.97,-$6.99,-$5.79,$0.00,$0.00,$2.11,$2.11,,$0.00,,$21.30,
Delivery,2022-02-25,#09E23,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$32.97,-$6.59,-$6.60,$0.00,-$2.04,$2.04,$0.00,,$0.00,,$19.78,
Delivery,2022-02-25,#41daf581,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.00,-$10.80,$0.00,$0.00,$0.00,$2.09,$2.09,,$0.00,,$18.29,
Delivery,2022-02-25,#961518092872658,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$30.48,-$9.10,-$3.00,$0.00,$0.00,$2.13,$2.13,,$0.00,,$20.51,
Delivery,2022-02-25,#7c8a09d2,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$49.97,-$19.99,$0.00,$0.00,$0.00,$3.87,$3.87,,$0.00,,$33.85,
Delivery,2022-02-25,#069a366a,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.97,-$8.75,-$6.84,$0.00,$0.00,$2.57,$2.57,,$0.00,,$25.95,
Delivery,2022-02-25,#0F299,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.99,-$9.60,$0.00,$0.00,-$1.86,$1.86,$0.00,,$0.00,,$14.39,
Delivery,2022-02-25,#c55f03da,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.00,-$8.40,$0.00,$0.00,$0.00,$1.63,$1.63,,$0.00,,$14.23,
Delivery,2022-02-25,#F3BDC,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$53.48,-$21.39,$0.00,$0.00,-$4.14,$4.14,$0.00,,$0.00,,$32.09,
Delivery,2022-02-25,#515818097880703,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$55.96,-$19.29,-$3.00,$0.00,$0.00,$4.10,$4.10,,$0.00,,$37.77,
Delivery,2022-02-25,#534118095327816,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$15.95,-$6.38,$0.00,$0.00,$0.00,$1.24,$1.24,,$0.00,,$10.81,
Delivery,2022-02-25,#5bfe6203,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$39.00,-$9.46,-$5.85,$0.00,$0.00,$2.57,$2.57,,$0.00,,$26.27,
Delivery,2022-02-25,#A2EB0,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$32.90,-$13.16,$0.00,$0.00,-$2.55,$2.55,$0.00,,$0.00,,$19.74,
Delivery,2022-02-25,#0c79c790,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.48,-$7.79,$0.00,$0.00,$0.00,$1.51,$1.51,,$0.00,,$13.20,
Delivery,2022-02-25,#7f157a1d,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$45.98,-$18.39,$0.00,$0.00,$0.00,$3.56,$3.56,,$0.00,,$31.15,
Delivery,2022-02-25,#da2dcfb8,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.00,-$10.40,$0.00,$0.00,$0.00,$2.02,$2.02,,$0.00,,$17.62,
Delivery,2022-02-25,#24024,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$32.15,-$12.86,$0.00,$0.00,-$2.49,$2.49,$0.00,,$0.00,,$19.29,
Delivery,2022-02-25,#BE297,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$44.96,-$12.79,$0.00,-$12.99,-$3.48,$3.48,$0.00,,$0.00,,$19.18,
Adjustment,2022-02-25,#BE297,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$0.00,$5.20,$0.00,$12.99,$0.00,$0.00,$0.00,,$0.00,,$7.79,
Delivery,2022-02-25,#56b96ad4,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$7.44,-$4.65,$0.00,$0.00,$2.04,$2.04,,$0.00,,$20.92,
Delivery,2022-02-25,#eed36f7c,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.97,-$11.99,$0.00,$0.00,$0.00,$2.32,$2.32,,$0.00,,$20.30,
Delivery,2022-02-25,#e91e635f,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$0.00,$0.00,$1.39,$1.39,,$0.00,,$12.18,
Delivery,2022-02-25,#fe184ae0,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.90,-$5.86,-$5.00,$0.00,$0.00,$1.77,$1.77,,$0.00,,$18.81,
Delivery,2022-02-25,#4c439503,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.99,-$8.00,$0.00,$0.00,$0.00,$1.55,$1.55,,$0.00,,$13.54,
Delivery,2022-02-26,#82151c90,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$22.98,-$5.20,-$3.99,$0.00,$0.00,$1.78,$1.78,,$0.00,,$15.57,
Delivery,2022-02-26,#D9D3B,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.00,-$3.00,-$3.00,$0.00,-$0.93,$0.93,$0.00,,$0.00,,$9.00,
Delivery,2022-02-26,#16692,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.99,$0.00,$0.00,-$25.99,-$2.01,$2.01,$0.00,,$0.00,,$0.00,
Adjustment,2022-02-26,#16692,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$0.00,$10.40,$0.00,$25.99,$0.00,$0.00,$0.00,,$0.00,,$15.59,
Delivery,2022-02-26,#531FB,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$56.00,-$22.40,$0.00,$0.00,-$4.34,$4.34,$0.00,,$0.00,,$33.60,
Delivery,2022-02-26,#e30af508,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.98,-$7.59,$0.00,$0.00,$0.00,$1.47,$1.47,,$0.00,,$12.86,
Delivery,2022-02-26,#f692e2c6,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.99,-$7.60,$0.00,$0.00,$0.00,$1.47,$1.47,,$0.00,,$12.86,
Delivery,2022-02-26,#d452b393,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.98,-$6.75,-$5.64,$0.00,$0.00,$2.04,$2.04,,$0.00,,$20.63,
Delivery,2022-02-26,#75C55,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$27.90,-$8.57,-$2.59,$0.00,-$1.96,$1.96,$0.00,,$0.00,,$16.74,
Delivery,2022-02-26,#515818097862270,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$16.00,-$1.25,-$5.00,$0.00,$0.00,$0.85,$0.85,,$0.00,,$10.60,
Delivery,2022-02-26,#2046d509,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.99,-$7.60,$0.00,$0.00,$0.00,$1.47,$1.47,,$0.00,,$12.86,
Delivery,2022-02-26,#a3791d67,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.48,-$8.59,$0.00,$0.00,$0.00,$1.66,$1.66,,$0.00,,$14.55,
Delivery,2022-02-26,#0AEB5,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$41.85,-$16.74,$0.00,$0.00,-$3.24,$3.24,$0.00,,$0.00,,$25.11,
Delivery,2022-02-26,#6E159,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$31.98,-$12.79,$0.00,$0.00,-$2.48,$2.48,$0.00,,$0.00,,$19.19,
Delivery,2022-02-26,#4f1f9079,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$52.99,-$21.20,$0.00,$0.00,$0.00,$4.11,$4.11,,$0.00,,$35.90,
Delivery,2022-02-26,#FE629,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$3.20,-$3.00,$0.00,-$0.97,$0.97,$0.00,,$0.00,,$9.29,
Delivery,2022-02-26,#95927,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.49,-$6.60,$0.00,$0.00,-$1.28,$1.28,$0.00,,$0.00,,$9.89,
Delivery,2022-02-26,#92b20135,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$77.94,-$22.87,-$8.00,$0.00,$0.00,$5.42,$5.42,,$0.00,,$52.49,
Delivery,2022-02-26,#C0C47,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$32.97,-$6.60,-$6.59,$0.00,-$2.04,$2.04,$0.00,,$0.00,,$19.78,
Delivery,2022-02-26,#595018106949602,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$22.49,-$8.99,$0.00,$0.00,$0.00,$1.74,$1.74,,$0.00,,$15.24,
Delivery,2022-02-26,#70344,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$4.19,-$3.00,$0.00,-$1.16,$1.16,$0.00,,$0.00,,$10.79,
Delivery,2022-02-26,#9f79c218,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$0.00,$0.00,$1.20,$1.20,,$0.00,,$10.47,
Delivery,2022-02-26,#DCCCF,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$24.94,-$9.98,$0.00,$0.00,-$1.93,$1.93,$0.00,,$0.00,,$14.96,
Delivery,2022-02-26,#efa1d6a6,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.65,-$8.17,-$5.00,$0.00,$0.00,$2.22,$2.22,,$0.00,,$22.71,
Delivery,2022-02-27,#498218109108829,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$15.94,-$6.37,$0.00,$0.00,$0.00,$1.24,$1.24,,$0.00,,$10.81,
Delivery,2022-02-27,#82c80b3c,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$48.46,-$11.12,-$8.26,$0.00,$0.00,$3.19,$3.19,,$0.00,,$32.27,
Delivery,2022-02-27,#932ab26e,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.99,-$7.20,$0.00,$0.00,$0.00,$1.39,$1.39,,$0.00,,$12.18,
Delivery,2022-02-27,#df5ce56c,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.00,-$7.60,$0.00,$0.00,$0.00,$1.47,$1.47,,$0.00,,$12.87,
Delivery,2022-02-27,#262418106813168,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$18.99,-$7.59,$0.00,$0.00,$0.00,$1.47,$1.47,,$0.00,,$12.87,
Delivery,2022-02-27,#89492,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$7.39,-$3.00,$0.00,-$1.78,$1.78,$0.00,,$0.00,,$15.59,
Delivery,2022-02-27,#25E05,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.90,-$11.56,$0.00,$0.00,-$2.24,$2.24,$0.00,,$0.00,,$17.34,
Delivery,2022-02-27,#109f66f6,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.90,-$6.26,-$5.00,$0.00,$0.00,$1.85,$1.85,,$0.00,,$19.49,
Delivery,2022-02-27,#ee588700,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.97,-$11.99,$0.00,$0.00,$0.00,$2.32,$2.32,,$0.00,,$20.30,
Delivery,2022-02-27,#7ece8460,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.99,-$13.60,$0.00,$0.00,$0.00,$2.63,$2.63,,$0.00,,$23.02,
Delivery,2022-02-27,#b618db70,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$37.96,-$9.19,-$5.69,$0.00,$0.00,$2.50,$2.50,,$0.00,,$25.58,
Delivery,2022-02-27,#9f28bc1c,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.99,-$9.60,$0.00,$0.00,$0.00,$1.86,$1.86,,$0.00,,$16.25,
Delivery,2022-02-27,#8DDCE,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$35.97,-$14.39,$0.00,$0.00,-$2.79,$2.79,$0.00,,$0.00,,$21.58,
Delivery,2022-02-27,#0d6f6ab4,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$0.00,$1.01,$1.01,,$0.00,,$8.80,
Delivery,2022-02-27,#4D64A,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.49,-$9.40,$0.00,$0.00,-$1.82,$1.82,$0.00,,$0.00,,$14.09,
Delivery,2022-02-27,#6df88ecd,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$45.46,-$8.79,-$9.09,$0.00,$0.00,$2.82,$2.82,,$0.00,,$30.40,
Delivery,2022-02-27,#d02d07ae,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.99,-$7.20,$0.00,$0.00,$0.00,$1.39,$1.39,,$0.00,,$12.18,
Delivery,2022-02-27,#73b6b209,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$3.89,-$3.00,$0.00,$0.00,$1.16,$1.16,,$0.00,,$12.25,
Delivery,2022-02-28,#693B1,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.00,-$6.40,$0.00,$0.00,-$1.24,$1.24,$0.00,,$0.00,,$9.60,
