"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax"
"O-436414758386037","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/29/21","2:29 PM","11.99","0","0.00","0.93","0","12.92","-3.00","0","-0.69","0"
"O-097814618488245","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/14/21","9:12 PM","24.96","0","1.99","2.08","4.35","33.38","-6.74","0","-1.32","0"
"O-222414510414626","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/5/21","1:57 PM","15.98","0","8.99","1.94","2.69","29.60","-6.24","0","-1.20","0"
"O-892314656211983","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/18/21","8:34 PM","33.97","0","2.99","2.86","5.97","45.79","-9.24","0","-1.70","0"
"O-058714653104293","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/18/21","5:49 PM","44.93","0","1.99","3.63","7.58","58.13","-11.73","0","-2.07","0"
"O-907714549613726","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/8/21","1:02 PM","39.98","0","8.99","3.80","7.92","60.69","-12.24","0","-2.15","0"
"O-463714520350622","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/5/21","5:36 PM","33.96","0","8.99","3.33","9.26","55.54","-10.74","0","-1.99","0"
"O-842614639462594","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/17/21","11:45 AM","40.98","0","2.99","3.41","9.48","56.86","-10.99","0","-2.03","0"
"O-933614486266854","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/1/21","9:14 PM","12.97","0","0.00","1.01","0","13.98","-3.24","0","-0.73","0"
"O-332214565691192","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/10/21","4:41 PM","17.77","0","2.99","1.61","4.47","26.84","-5.19","0","-1.12","0"
"O-396814668024956","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/19/21","8:58 PM","27.96","0","1.99","2.32","3.23","35.50","-7.49","0","-1.38","0"
"O-665014570377896","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/11/21","11:45 AM","116.94","0","10.00","9.84","21.84","158.62","-22.21","0","-5.14","0"
"O-396814538062329","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/6/21","6:00 PM","32.98","0","0.00","2.56","1.46","37.00","-8.25","0","-1.43","0"
"O-266514750819872","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/28/21","9:04 PM","36.19","0","2.99","3.03","6.33","48.54","-9.80","0","-1.78","0"
"O-805314784831996","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/31/21","7:24 PM","70.28","0","6.99","5.99","8.00","91.26","-19.32","0","-3.08","0"
"O-332214505699561","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/4/21","3:42 PM","14.99","0","0.00","1.16","2.00","18.15","-3.75","0","-0.85","0"
"O-432214490255413","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/2/21","8:41 PM","54.28","0","6.99","4.75","11.00","77.02","-15.32","0","-2.65","0"
"O-907714619601778","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/14/21","7:50 PM","44.25","0","1.99","3.58","8.00","57.82","-11.56","0","-2.06","0"
"O-266514660827233","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/19/21","8:20 PM","33.56","0","1.99","2.75","5.75","44.05","-8.89","0","-1.64","0"
"O-640814523521261","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/5/21","5:42 PM","31.55","0","0.00","2.45","5.09","39.09","-7.89","0","-1.49","0"
"O-266514540893201","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"3/8/21","12:21 PM","33.26","0","1.99","2.73","10.00","47.98","-8.81","0","-1.76","0"
