Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,O-598629754846680,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/06/25,"7:54 PM PDT, UTC-07:00",27.99,0,0,0,n/a,2.17,0,0,30.16,-4.2,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-477028512407371,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/03/25,"3:58 PM PST, UTC-08:00",27.98,4.99,0,0,n/a,2.56,0,7.92,43.45,-4.95,n/a,0,-1.63,0,0,0,n/a
MARKETPLACE,O-217429829396259,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/13/25,"9:13 PM PDT, UTC-07:00",16.96,4.99,0,0,n/a,1.7,0,2.88,26.53,-3.29,n/a,0,-1.11,0,0,0,n/a
MARKETPLACE,O-343129522352383,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/14/25,"11:45 AM PDT, UTC-07:00",159.99,29.99,0,0,n/a,14.72,0,21.68,226.38,-33.25,n/a,0,-7.2,0,0,0,n/a
MARKETPLACE,O-796729014874237,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/21/25,"6:55 PM PST, UTC-08:00",57.06,0,0,0,n/a,4.42,0,0,61.48,-8.56,n/a,-5.71,-2.18,0,0,0,n/a
MARKETPLACE,O-649029449788114,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/05/25,"10:35 PM PDT, UTC-07:00",38.47,1.99,0,0,n/a,3.13,0,5,48.59,-6.07,n/a,0,-1.78,0,0,0,n/a
MARKETPLACE,O-431929645854320,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/25/25,"6:21 PM PDT, UTC-07:00",50.33,0,0,0,n/a,3.9,0,0,54.23,-7.55,n/a,-5.03,-1.95,0,0,0,n/a
MARKETPLACE,O-156528739500037,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/24/25,"8:14 PM PST, UTC-08:00",33.27,2.99,0,0,n/a,2.81,0,5.65,44.72,-5.44,n/a,0,-1.66,0,0,0,n/a
MARKETPLACE,O-797629716557970,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/03/25,"2:27 PM PDT, UTC-07:00",33.97,1.99,0,0,n/a,2.78,0,3.84,42.58,-5.39,n/a,0,-1.6,0,0,0,n/a
MARKETPLACE,O-206729343258088,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/26/25,"6:51 PM PDT, UTC-07:00",42.79,0,0,0,n/a,3.32,0,2,48.11,-6.42,n/a,0,-1.77,0,0,0,n/a
MARKETPLACE,O-621428541155354,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/05/25,"7:46 PM PST, UTC-08:00",37.97,4.99,0,0,n/a,3.33,0,4.3,50.59,-6.44,n/a,0,-1.84,0,0,0,n/a
MARKETPLACE,O-155430025302405,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/03/25,"2:37 PM PDT, UTC-07:00",52.97,6.99,0,0,n/a,4.03,0,1,64.99,-8.99,n/a,0,-2.04,0,0,-8,n/a
MARKETPLACE,O-286228928547594,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/12/25,"6:09 PM PST, UTC-08:00",47.34,4.99,0,0,n/a,4.06,0,8.03,64.42,-7.85,n/a,0,-2.26,0,0,0,n/a
MARKETPLACE,O-202729167048948,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/08/25,"5:54 PM PST, UTC-08:00",18.99,0,0,0,n/a,1.47,0,1.02,21.48,-2.85,n/a,0,-0.96,0,0,0,n/a
MARKETPLACE,O-340629152045935,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/07/25,"6:43 PM PST, UTC-08:00",55.26,4.99,0,0,n/a,4.67,0,5.49,70.41,-9.04,n/a,0,-2.45,0,0,0,n/a
MARKETPLACE,O-825529217101828,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/14/25,"5:07 PM PDT, UTC-07:00",16.99,4.99,0,0,n/a,1.71,0,2.88,26.57,-3.3,n/a,0,-1.11,0,0,0,n/a
MARKETPLACE,O-330629366860646,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/29/25,"1:10 PM PDT, UTC-07:00",16.99,0,0,0,n/a,0.7,0,2.65,20.34,-2.55,n/a,0,-0.68,0,0,-8,n/a
MARKETPLACE,O-190628666521959,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/17/25,"7:02 PM PST, UTC-08:00",46.32,0,0,0,n/a,3.59,0,0,49.91,-6.95,n/a,-4.63,-1.82,0,0,0,n/a
MARKETPLACE,O-762629942942555,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/25/25,"5:43 PM PDT, UTC-07:00",30.98,0,0,0,n/a,2.4,0,0,33.38,-4.65,n/a,-3.1,-1.32,0,0,0,n/a
MARKETPLACE,O-339229041106471,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/24/25,"6:09 PM PST, UTC-08:00",25.98,8.99,0,0,n/a,2.71,0,6.07,43.75,-5.25,n/a,0,-1.63,0,0,0,n/a
MARKETPLACE,O-132429121509241,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/04/25,"7:19 PM PST, UTC-08:00",27.99,2.99,0,0,n/a,2.4,0,4.75,38.13,-4.65,n/a,0,-1.46,0,0,0,n/a
MARKETPLACE,O-777729949772775,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/25/25,"7:08 PM PDT, UTC-07:00",24.99,4.99,0,0,n/a,2.33,0,4.22,36.53,-4.5,n/a,0,-1.41,0,0,0,n/a
MARKETPLACE,O-798030272324753,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/27/25,"5:27 PM PDT, UTC-07:00",12.99,0,0,0,n/a,1.01,0,0,14,-1.95,n/a,0,-0.73,0,0,0,n/a
MARKETPLACE,O-883728608137246,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/12/25,"1:52 PM PST, UTC-08:00",35.46,2.99,0,0,n/a,2.98,0,6.02,47.45,-5.77,n/a,0,-1.75,0,0,0,n/a
MARKETPLACE,O-480029380524166,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/31/25,"12:11 PM PDT, UTC-07:00",97.27,8.99,0,0,n/a,8.24,0,18.63,133.13,-15.94,n/a,0,-4.36,0,0,0,n/a
MARKETPLACE,O-886528654922032,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/17/25,"4:11 PM PST, UTC-08:00",48.97,6.99,0,0,n/a,4.34,0,2,62.3,-8.39,n/a,0,-2.2,0,0,0,n/a
MARKETPLACE,O-629429719695569,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/03/25,"12:35 PM PDT, UTC-07:00",37.98,0,0,0,n/a,2.94,0,0,40.92,-5.7,n/a,0,-1.55,0,0,0,n/a
MARKETPLACE,O-579930150116094,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/15/25,"7:34 PM PDT, UTC-07:00",23.86,1.99,0,0,n/a,2,0,2,29.85,-3.88,n/a,0,-1.21,0,0,0,n/a
MARKETPLACE,O-050228630973353,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/14/25,"8:56 PM PST, UTC-08:00",16.98,4.99,0,0,n/a,1.71,0,2.88,26.56,-3.3,n/a,0,-1.11,0,0,0,n/a
MARKETPLACE,O-297329481884222,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/09/25,"7:28 PM PDT, UTC-07:00",15.99,6.99,0,0,n/a,1.78,0,5,29.76,-3.45,n/a,0,-1.21,0,0,0,n/a
MARKETPLACE,O-563029337274893,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/25/25,"6:47 PM PDT, UTC-07:00",15.98,0,0,0,n/a,1.24,0,1.72,18.94,-2.4,n/a,0,-0.88,0,0,0,n/a
MARKETPLACE,O-227429428731957,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/04/25,"5:23 PM PDT, UTC-07:00",24.98,4.99,0,0,n/a,2.33,0,4.24,36.54,-4.5,n/a,0,-1.41,0,0,0,n/a
MARKETPLACE,O-970130186660855,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/19/25,"1:09 PM PDT, UTC-07:00",29.98,4.99,0,0,n/a,2.71,0,6,43.68,-5.25,n/a,0,-1.63,0,0,0,n/a
MARKETPLACE,O-414530260663760,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/27/25,"5:17 PM PDT, UTC-07:00",20.99,0,0,0,n/a,1.63,0,2,24.62,-3.15,n/a,0,-1.05,0,0,0,n/a
MARKETPLACE,O-249429107819667,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/02/25,"8:22 PM PST, UTC-08:00",25.59,4.99,0,0,n/a,2.37,0,2.9,35.85,-4.59,n/a,0,-1.39,0,0,0,n/a
MARKETPLACE,O-115928509787962,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/02/25,"12:34 PM PST, UTC-08:00",35.46,2.99,0,0,n/a,2.98,0,6.02,47.45,-5.77,n/a,0,-1.75,0,0,0,n/a
MARKETPLACE,O-206928644814482,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/16/25,"1:44 PM PST, UTC-08:00",27.98,4.99,0,0,n/a,2.56,0,3,38.53,-4.95,n/a,0,-1.48,0,0,0,n/a
MARKETPLACE,O-303028838138561,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/03/25,"7:00 PM PST, UTC-08:00",57.82,4.99,0,0,n/a,4.87,0,9.81,77.49,-9.42,n/a,0,-2.66,0,0,0,n/a
MARKETPLACE,O-837329022074981,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/22/25,"6:29 PM PST, UTC-08:00",77.94,1.99,0,0,n/a,6.19,0,8.82,94.94,-11.99,n/a,0,-3.2,0,0,0,n/a
MARKETPLACE,O-375228509469261,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/02/25,"11:59 AM PST, UTC-08:00",27.99,8.99,0,0,n/a,2.87,0,4.75,44.6,-5.55,n/a,0,-1.66,0,0,0,n/a
MARKETPLACE,O-125229097097786,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/02/25,"12:37 PM PST, UTC-08:00",42.98,8.99,0,0,n/a,4.03,0,7.29,63.29,-7.8,n/a,0,-2.23,0,0,0,n/a
MARKETPLACE,O-157728862719239,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/06/25,"7:25 PM PST, UTC-08:00",23.99,0,0,0,n/a,1.86,0,0,25.85,-3.6,n/a,-2.4,-1.09,0,0,0,n/a
MARKETPLACE,O-798028727281418,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/23/25,"8:45 PM PST, UTC-08:00",26.98,4.99,0,0,n/a,2.48,0,3.05,37.5,-4.8,n/a,0,-1.44,0,0,0,n/a
MARKETPLACE,O-948829521205733,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/14/25,"12:13 PM PDT, UTC-07:00",129.93,0,0,0,n/a,10.07,0,0,140,-19.49,n/a,-12.99,-4.57,0,0,0,n/a
MARKETPLACE,O-564529976396583,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/29/25,"5:45 PM PDT, UTC-07:00",47.47,8.99,0,0,n/a,3.76,0,10.53,70.75,-8.47,n/a,0,-2.21,0,0,-8,n/a
MARKETPLACE,O-482029409742969,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/02/25,"12:00 PM PDT, UTC-07:00",23.99,6.99,0,0,n/a,2.4,0,1,34.38,-4.65,n/a,0,-1.35,0,0,0,n/a
MARKETPLACE,O-374828811866668,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/02/25,"2:41 PM PST, UTC-08:00",39.46,2.99,0,0,n/a,2.67,0,6.54,51.66,-6.37,n/a,0,-1.63,0,0,-8,n/a
MARKETPLACE,O-021629176990620,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/10/25,"12:45 PM PDT, UTC-07:00",22.98,8.99,0,0,n/a,2.48,0,3.9,38.35,-4.8,n/a,0,-1.47,0,0,0,n/a
MARKETPLACE,O-980129450975195,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/06/25,"9:24 PM PDT, UTC-07:00",33.96,1.99,0,0,n/a,2.78,0,5,43.73,-5.39,n/a,0,-1.63,0,0,0,n/a
MARKETPLACE,O-728229349428285,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/26/25,"6:00 PM PDT, UTC-07:00",25.27,4.99,0,0,n/a,2.35,0,4,36.61,-4.54,n/a,0,-1.42,0,0,0,n/a
MARKETPLACE,O-245728697052698,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/21/25,"12:12 PM PST, UTC-08:00",53.96,1.99,0,0,n/a,4.33,0,2,62.28,-8.39,n/a,0,-2.2,0,0,0,n/a
MARKETPLACE,O-204329822300690,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/13/25,"8:12 PM PDT, UTC-07:00",15.83,2.99,0,0,n/a,1.46,0,2.69,22.97,-2.82,n/a,0,-1,0,0,0,n/a
MARKETPLACE,O-218829230193640,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/16/25,"1:15 PM PDT, UTC-07:00",48.71,8.99,0,0,n/a,4.48,0,13.49,75.67,-8.66,n/a,0,-2.61,0,0,0,n/a
MARKETPLACE,O-218729524979417,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/13/25,"6:18 PM PDT, UTC-07:00",60.72,2.99,0,0,n/a,4.94,0,10,78.65,-9.56,n/a,0,-2.7,0,0,0,n/a
MARKETPLACE,O-552130220646094,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/22/25,"8:52 PM PDT, UTC-07:00",24.95,4.99,0,0,n/a,2.32,0,4.23,36.49,-4.49,n/a,0,-1.41,0,0,0,n/a
MARKETPLACE,O-022829070362720,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/27/25,"7:31 PM PST, UTC-08:00",20.97,0,0,0,n/a,1.63,0,3.39,25.99,-3.15,n/a,0,-1.09,0,0,0,n/a
MARKETPLACE,O-998628808191073,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/31/25,"5:45 PM PST, UTC-08:00",31.98,8.99,0,0,n/a,3.18,0,7.24,51.39,-6.15,n/a,0,-1.87,0,0,0,n/a
MARKETPLACE,O-403029292224451,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/21/25,"7:05 PM PDT, UTC-07:00",20.99,4.99,0,0,n/a,2.02,0,4.54,32.54,-3.9,n/a,0,-1.29,0,0,0,n/a
MARKETPLACE,O-064728780861170,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/29/25,"7:16 PM PST, UTC-08:00",29.28,1.99,0,0,n/a,2.42,0,4.97,38.66,-4.69,n/a,0,-1.48,0,0,0,n/a
MARKETPLACE,O-155828845448488,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/04/25,"8:14 PM PST, UTC-08:00",33.97,1.99,0,0,n/a,2.78,0,5.76,44.5,-5.39,n/a,0,-1.66,0,0,0,n/a
MARKETPLACE,O-387928650287190,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Adjustment of O-387928650287190,Tip increased by diner via self-service,01/17/25,"3:57 PM PST, UTC-08:00",0,0,0,0,n/a,0,0,10,10,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-365128523827600,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/04/25,"3:20 PM PST, UTC-08:00",32.97,8.99,0,0,n/a,3.26,0,5.6,50.82,-6.29,n/a,0,-1.85,0,0,0,n/a
MARKETPLACE,O-685828537588320,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/04/25,"5:55 PM PST, UTC-08:00",34.47,1.99,0,0,n/a,2.82,0,5.85,45.13,-5.47,n/a,0,-1.68,0,0,0,n/a
MARKETPLACE,O-266028548293466,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/06/25,"1:03 PM PST, UTC-08:00",31.98,0,0,0,n/a,2.48,0,0,34.46,-4.8,n/a,-3.2,-1.35,0,0,0,n/a
MARKETPLACE,O-650529326251453,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Adjustment of O-650529326251453,pasta falling a part,03/25/25,"1:05 PM PDT, UTC-07:00",-14.83,0,0,0,n/a,-1.15,0,0,-15.98,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-570230009162807,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/31/25,"8:04 PM PDT, UTC-07:00",22.98,2.99,0,0,n/a,1.7,0,5.09,32.76,-3.9,n/a,0,-1.18,0,0,-4,n/a
MARKETPLACE,O-505029183029887,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/10/25,"9:10 PM PDT, UTC-07:00",41.97,4.99,0,0,n/a,3.64,0,4.75,55.35,-7.04,n/a,0,-1.99,0,0,0,n/a
MARKETPLACE,O-097229521456579,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/13/25,"8:05 PM PDT, UTC-07:00",20.24,4.99,0,0,n/a,1.96,0,2.1,29.29,-3.78,n/a,0,-1.19,0,0,0,n/a
MARKETPLACE,O-845628902819825,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/11/25,"1:38 PM PST, UTC-08:00",13.99,0,0,0,n/a,1.08,0,0,15.07,-2.1,n/a,-1.4,-0.76,0,0,0,n/a
MARKETPLACE,O-189729333520535,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/26/25,"12:00 PM PDT, UTC-07:00",27.98,4.99,0,0,n/a,2.56,0,0,35.53,-4.95,n/a,0,-1.38,0,0,0,n/a
MARKETPLACE,O-081429175996259,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/09/25,"7:56 PM PDT, UTC-07:00",41.98,1.99,0,0,n/a,3.4,0,3,50.37,-6.6,n/a,0,-1.84,0,0,0,n/a
MARKETPLACE,O-299530092483723,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/10/25,"12:09 PM PDT, UTC-07:00",27.98,0,0,0,n/a,1.55,0,0,29.53,-4.2,n/a,0,-0.96,0,0,-8,n/a
MARKETPLACE,O-946628594788584,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/10/25,"6:36 PM PST, UTC-08:00",30.98,4.99,0,0,n/a,2.17,0,4,42.14,-5.4,n/a,0,-1.34,0,0,-8,n/a
MARKETPLACE,O-519629349338453,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/27/25,"1:48 PM PDT, UTC-07:00",35.98,4.99,0,0,n/a,3.18,0,2,46.15,-6.15,n/a,0,-1.71,0,0,0,n/a
MARKETPLACE,O-341929648508617,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/25/25,"7:48 PM PDT, UTC-07:00",19.98,4.99,0,0,n/a,1.94,0,2.26,29.17,-3.75,n/a,0,-1.19,0,0,0,n/a
MARKETPLACE,O-264328812394656,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/01/25,"6:15 PM PST, UTC-08:00",33.47,4.99,0,0,n/a,2.98,0,3.79,45.23,-5.77,n/a,0,-1.68,0,0,0,n/a
MARKETPLACE,O-969528962143924,Grubhub Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/17/25,"2:04 PM PST, UTC-08:00",13.99,0,0,0,n/a,1.08,0,0,15.07,-2.1,n/a,-1.4,-0.76,0,0,0,n/a
MARKETPLACE,O-675430137065349,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/13/25,"6:23 PM PDT, UTC-07:00",43.32,1.99,0,0,n/a,3.27,0,8.42,57,-6.8,n/a,0,-1.95,0,0,-3,n/a
MARKETPLACE,O-400029377826134,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/30/25,"4:24 PM PDT, UTC-07:00",20.98,1.99,0,0,n/a,1.78,0,2.37,27.12,-3.45,n/a,0,-1.13,0,0,0,n/a
MARKETPLACE,O-272729553760162,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/17/25,"5:45 PM PDT, UTC-07:00",66.95,2.99,0,0,n/a,5.42,0,11.36,86.72,-10.49,n/a,0,-2.94,0,0,0,n/a
MARKETPLACE,O-640028990612477,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/20/25,"12:00 PM PST, UTC-08:00",21.84,0,0,0,n/a,1.69,0,0,23.53,-3.28,n/a,0,-1.02,0,0,0,n/a
MARKETPLACE,O-688428577317580,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/08/25,"5:21 PM PST, UTC-08:00",55.43,6.99,0,0,n/a,4.84,0,16.43,83.69,-9.36,n/a,0,-2.85,0,0,0,n/a
MARKETPLACE,O-466430062229415,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/06/25,"6:02 PM PDT, UTC-07:00",47.34,8.99,0,0,n/a,3.75,0,10.5,70.58,-8.45,n/a,0,-2.21,0,0,-8,n/a
MARKETPLACE,O-985429274749270,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/20/25,"5:30 PM PDT, UTC-07:00",57.26,4.99,0,0,n/a,4.83,0,7.33,74.41,-9.34,n/a,0,-2.57,0,0,0,n/a
MARKETPLACE,O-564229856120389,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/16/25,"6:59 PM PDT, UTC-07:00",19.28,4.99,0,0,n/a,1.88,0,5,31.15,-3.64,n/a,0,-1.25,0,0,0,n/a
MARKETPLACE,O-670729935448056,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/24/25,"6:50 PM PDT, UTC-07:00",35.71,1.99,0,0,n/a,2.92,0,4.04,44.66,-5.66,n/a,0,-1.66,0,0,0,n/a
MARKETPLACE,O-172728654655535,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/16/25,"6:09 PM PST, UTC-08:00",42.71,0,0,0,n/a,3.31,0,0,46.02,-6.41,n/a,0,-1.7,0,0,0,n/a
MARKETPLACE,O-504429963722602,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/27/25,"8:52 PM PDT, UTC-07:00",20.99,2.99,0,0,n/a,1.55,0,3.48,29.01,-3.6,n/a,0,-1.06,0,0,-4,n/a
MARKETPLACE,O-595329266108903,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/19/25,"6:00 PM PDT, UTC-07:00",22.48,2.99,0,0,n/a,1.97,0,2.54,29.98,-3.82,n/a,0,-1.21,0,0,0,n/a
MARKETPLACE,O-950029303898220,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/22/25,"8:18 PM PDT, UTC-07:00",29.35,8.99,0,0,n/a,2.97,0,4.98,46.29,-5.75,n/a,0,-1.71,0,0,0,n/a
MARKETPLACE,O-917029866909142,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/17/25,"9:10 PM PDT, UTC-07:00",24.99,4.99,0,0,n/a,2.33,0,4.24,36.55,-4.5,n/a,0,-1.41,0,0,0,n/a
MARKETPLACE,O-969930199265232,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/20/25,"12:08 PM PDT, UTC-07:00",44.96,4.99,0,0,n/a,3.87,0,5.09,58.91,-7.49,n/a,0,-2.1,0,0,0,n/a
MARKETPLACE,O-399629481658166,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/09/25,"6:13 PM PDT, UTC-07:00",29.82,2.99,0,0,n/a,2.54,0,7.71,43.06,-4.92,n/a,0,-1.61,0,0,0,n/a
MARKETPLACE,O-285029805766531,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,05/12/25,"12:19 PM PDT, UTC-07:00",39.46,2.99,0,0,n/a,2.67,0,6.54,51.66,-6.37,n/a,0,-1.63,0,0,-8,n/a
MARKETPLACE,O-330629366817375,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/28/25,"10:30 PM PDT, UTC-07:00",21.84,4.99,0,0,n/a,2.08,0,3.71,32.62,-4.02,n/a,0,-1.29,0,0,0,n/a
MARKETPLACE,O-848928879770571,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,02/07/25,"7:20 PM PST, UTC-08:00",42.72,1.99,0,0,n/a,3.46,0,4.83,53,-6.71,n/a,0,-1.92,0,0,0,n/a
MARKETPLACE,O-293828588362833,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/09/25,"5:33 PM PST, UTC-08:00",35.29,1.99,0,0,n/a,2.88,0,7.98,48.14,-5.59,n/a,0,-1.77,0,0,0,n/a
MARKETPLACE,O-068129381705706,Pick-Up,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,03/30/25,"7:55 PM PDT, UTC-07:00",28.98,0,0,0,n/a,2.25,0,0,31.23,-4.35,n/a,0,-1.25,0,0,0,n/a
MARKETPLACE,O-750829626125950,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,04/23/25,"7:44 PM PDT, UTC-07:00",29.47,2.99,0,0,n/a,1.89,0,6.46,40.81,-4.87,n/a,0,-1.3,0,0,-8,n/a
MARKETPLACE,O-771330079634181,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,06/08/25,"12:02 PM PDT, UTC-07:00",38.46,2.99,0,0,n/a,2.59,0,6.37,50.41,-6.22,n/a,0,-1.59,0,0,-8,n/a
MARKETPLACE,O-089628599965407,Self Delivery,Aroma Pizza & Pasta - Alton Pkwy,Prepaid Order,,01/10/25,"5:34 PM PST, UTC-08:00",43.95,6.99,0,0,n/a,3.95,0,4.97,59.86,-7.64,n/a,0,-2.13,0,0,0,n/a
