Order Channel,ID,Fulfillment Type,Restaurant,Type,Description,Date,Time,Subtotal,Delivery Fee,Service Fee,Service Fee Exemption,(flexible fees),Tax Fee,Tax Fee Exemption,Tip,Restaurant Total,Commission,GH+ Commission,Delivery Commission,Processing Fee,Withheld Tax,Withheld Tax Exemption,Targeted Promotion,Rewards
MARKETPLACE,O-981129837465171,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/14/25,"7:42 PM PDT, UTC-07:00",16.99,2.99,0,0,n/a,1.55,0,3.24,24.77,-2.5,n/a,0,-1.06,0,0,0,n/a
MARKETPLACE,O-776629622104358,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/23/25,"7:11 PM PDT, UTC-07:00",27.99,0,0,0,n/a,2.17,0,0,30.16,-3.5,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-596829085493764,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/28/25,"7:17 PM PST, UTC-08:00",55.96,0,0,0,n/a,4.34,0,0,60.3,-7,n/a,0,-2.14,0,0,0,n/a
MARKETPLACE,W-753528609844627,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/11/25,"5:41 PM PST, UTC-08:00",38.81,0,0,0,n/a,3.01,0,10.46,52.28,0,n/a,0,-1.89,0,0,0,n/a
MARKETPLACE,O-295729501858646,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/12/25,"5:10 PM PDT, UTC-07:00",54.34,0,0,0,n/a,4.21,0,0,58.55,-6.79,n/a,0,-2.09,0,0,0,n/a
MARKETPLACE,O-722129229697435,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/15/25,"4:46 PM PDT, UTC-07:00",31.98,2.99,0,0,n/a,2.71,0,5.43,43.11,-4.37,n/a,0,-1.61,0,0,0,n/a
MARKETPLACE,O-816129329632647,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/25/25,"12:54 PM PDT, UTC-07:00",25.98,2.99,0,0,n/a,2.24,0,5.1,36.31,-3.62,n/a,0,-1.41,0,0,0,n/a
MARKETPLACE,O-832630011901695,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/01/25,"9:21 PM PDT, UTC-07:00",37.35,4.99,0,0,n/a,3.28,0,7.45,53.07,-5.29,n/a,0,-1.92,0,0,0,n/a
MARKETPLACE,O-008829939308242,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/25/25,"12:00 PM PDT, UTC-07:00",63.69,2.99,0,0,n/a,5.17,0,7.21,79.06,-8.34,n/a,0,-2.71,0,0,0,n/a
MARKETPLACE,W-879529736939479,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/05/25,"4:00 PM PDT, UTC-07:00",72.74,0,0,0,n/a,5.64,0,0,78.38,0,n/a,0,-2.69,0,0,0,n/a
MARKETPLACE,O-827329368628076,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/29/25,"4:52 PM PDT, UTC-07:00",30.98,2.99,0,0,n/a,2.63,0,5.26,41.86,-4.25,n/a,0,-1.58,0,0,0,n/a
MARKETPLACE,O-078828819796232,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/01/25,"6:45 PM PST, UTC-08:00",25.98,2.99,0,0,n/a,2.24,0,0,31.21,-3.62,n/a,0,-1.25,0,0,0,n/a
MARKETPLACE,O-307728879378268,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/07/25,"7:19 PM PST, UTC-08:00",33.98,0,0,0,n/a,2.63,0,0,36.61,-4.25,n/a,0,-1.42,0,0,0,n/a
MARKETPLACE,O-671428845943260,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/05/25,"4:25 PM PST, UTC-08:00",54.16,2.99,0,0,n/a,4.43,0,9.19,70.77,-7.14,n/a,0,-2.46,0,0,0,n/a
MARKETPLACE,O-997929632790408,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/24/25,"9:38 PM PDT, UTC-07:00",19.38,2.99,0,0,n/a,1.73,0,3,27.1,-2.8,n/a,0,-1.13,0,0,0,n/a
MARKETPLACE,O-942029867399969,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Cancelation of O-942029867399969,,05/17/25,"10:12 PM PDT, UTC-07:00",-84.42,0,0,0,n/a,-6.54,0,0,-90.96,10.55,n/a,0,3.07,0,0,0,n/a
MARKETPLACE,W-902828885354271,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/09/25,"3:54 PM PST, UTC-08:00",66.2,0,0,0,n/a,5.13,0,0,71.33,0,n/a,0,-2.48,0,0,0,n/a
MARKETPLACE,O-748129084469496,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/28/25,"7:39 PM PST, UTC-08:00",36.46,0,0,0,n/a,2.83,0,0,39.29,-4.56,n/a,0,-1.5,0,0,0,n/a
MARKETPLACE,O-511628838192549,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/03/25,"6:20 PM PST, UTC-08:00",60.49,2.99,0,0,n/a,4.92,0,13.69,82.09,-7.94,n/a,0,-2.8,0,0,0,n/a
MARKETPLACE,O-431929645851898,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/25/25,"8:53 PM PDT, UTC-07:00",36.67,4.99,0,0,n/a,3.23,0,3,47.89,-5.21,n/a,0,-1.76,0,0,0,n/a
MARKETPLACE,O-627528532725641,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/04/25,"5:25 PM PST, UTC-08:00",21.68,4.99,0,0,n/a,2.07,0,5,33.74,-3.33,n/a,0,-1.33,0,0,0,n/a
MARKETPLACE,W-905328809285667,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/01/25,"2:42 PM PST, UTC-08:00",16.99,0,0,0,n/a,1.32,0,0,18.31,0,n/a,0,-0.86,0,0,0,n/a
MARKETPLACE,O-616629501429857,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/12/25,"1:20 PM PDT, UTC-07:00",16.98,0,0,0,n/a,1.32,0,0,18.3,-2.12,n/a,0,-0.86,0,0,0,n/a
MARKETPLACE,O-281230141914896,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/15/25,"3:53 PM PDT, UTC-07:00",24.16,2.99,0,0,n/a,2.1,0,5.47,34.72,-3.39,n/a,0,-1.36,0,0,0,n/a
MARKETPLACE,O-963830305381918,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/30/25,"8:31 PM PDT, UTC-07:00",32.97,4.99,0,0,n/a,2.95,0,3,43.91,-4.75,n/a,0,-1.64,0,0,0,n/a
MARKETPLACE,O-836729269670569,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/18/25,"7:28 PM PDT, UTC-07:00",32.45,0,0,0,n/a,2.51,0,0,34.96,-4.06,n/a,0,-1.37,0,0,0,n/a
MARKETPLACE,O-165929725028967,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/03/25,"7:56 PM PDT, UTC-07:00",23.99,0,0,0,n/a,1.86,0,0,25.85,-3,n/a,0,-1.09,0,0,0,n/a
MARKETPLACE,W-492930272160507,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/27/25,"6:20 PM PDT, UTC-07:00",42.56,0,0,0,n/a,3.3,0,0,45.86,0,n/a,0,-1.7,0,0,0,n/a
MARKETPLACE,O-524828941991098,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/14/25,"4:46 PM PST, UTC-08:00",12.99,0,0,0,n/a,1.01,0,0,14,-1.62,n/a,0,-0.73,0,0,0,n/a
MARKETPLACE,O-068129381706785,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/30/25,"9:46 PM PDT, UTC-07:00",25.98,0,0,0,n/a,2.01,0,0,27.99,-3.25,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,O-704028501028150,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/01/25,"5:55 PM PST, UTC-08:00",20.99,0,0,0,n/a,1.63,0,0,22.62,-2.62,n/a,0,-0.99,0,0,0,n/a
MARKETPLACE,O-312129657016673,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/26/25,"10:09 PM PDT, UTC-07:00",27.97,0,0,0,n/a,2.17,0,0,30.14,-3.5,n/a,0,-1.22,0,0,0,n/a
MARKETPLACE,O-942029867399969,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/17/25,"10:12 PM PDT, UTC-07:00",84.42,0,0,0,n/a,6.54,0,0,90.96,-10.55,n/a,0,-3.07,0,0,0,n/a
MARKETPLACE,O-431629556331356,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/17/25,"10:45 AM PDT, UTC-07:00",51.43,0,0,0,n/a,3.99,0,0,55.42,-6.43,n/a,0,-1.99,0,0,0,n/a
MARKETPLACE,W-163428731941612,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/24/25,"5:14 PM PST, UTC-08:00",61.94,0,0,0,n/a,4.8,0,0,66.74,0,n/a,0,-2.34,0,0,0,n/a
MARKETPLACE,O-836829007389769,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/20/25,"6:51 PM PST, UTC-08:00",52.85,2.99,0,0,n/a,4.33,0,5.98,66.15,-6.98,n/a,0,-2.32,0,0,0,n/a
MARKETPLACE,O-270830272263465,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/27/25,"6:04 PM PDT, UTC-07:00",37.98,0,0,0,n/a,2.94,0,0,40.92,-4.75,n/a,0,-1.55,0,0,0,n/a
MARKETPLACE,O-347728742380156,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Cancelation of O-347728742380156,,01/25/25,"8:29 PM PST, UTC-08:00",-23.98,-2.99,0,0,n/a,-2.09,0,-3.87,-32.93,3.37,n/a,0,1.3,0,0,0,n/a
MARKETPLACE,O-348328914926769,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/11/25,"10:21 PM PST, UTC-08:00",20.72,2.99,0,0,n/a,1.84,0,2.35,27.9,-2.96,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,O-700629185779243,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/11/25,"11:50 AM PDT, UTC-07:00",64.5,0,0,0,n/a,5,0,0,69.5,-8.06,n/a,0,-2.42,0,0,0,n/a
MARKETPLACE,O-983530166489682,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/16/25,"8:35 PM PDT, UTC-07:00",14.84,0,0,0,n/a,1.15,0,0,15.99,-1.86,n/a,0,-0.79,0,0,0,n/a
MARKETPLACE,O-361330218676210,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/22/25,"2:12 PM PDT, UTC-07:00",42.41,4.99,0,0,n/a,3.68,0,2,53.08,-5.93,n/a,0,-1.92,0,0,0,n/a
MARKETPLACE,O-866828506031245,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/01/25,"5:17 PM PST, UTC-08:00",16.19,0,0,0,n/a,1.25,0,0,17.44,-2.02,n/a,0,-0.83,0,0,0,n/a
MARKETPLACE,O-043229805747683,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/12/25,"3:55 PM PDT, UTC-07:00",24.98,0,0,0,n/a,1.94,0,0,26.92,-3.12,n/a,0,-1.12,0,0,0,n/a
MARKETPLACE,O-314328532000209,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/04/25,"5:48 PM PST, UTC-08:00",24.16,2.99,0,0,n/a,2.1,0,6,35.25,-3.39,n/a,0,-1.38,0,0,0,n/a
MARKETPLACE,O-125028740397289,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/26/25,"4:05 PM PST, UTC-08:00",43.96,2.99,0,0,n/a,3.64,0,7.46,58.05,-5.87,n/a,0,-2.07,0,0,0,n/a
MARKETPLACE,O-317329584644860,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/20/25,"4:50 PM PDT, UTC-07:00",38.61,0,0,0,n/a,2.99,0,0,41.6,-4.83,n/a,0,-1.57,0,0,0,n/a
MARKETPLACE,W-831729621398646,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/23/25,"6:11 PM PDT, UTC-07:00",61.93,0,0,0,n/a,4.8,0,0,66.73,0,n/a,0,-2.34,0,0,0,n/a
MARKETPLACE,O-951128682505503,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/19/25,"9:24 PM PST, UTC-08:00",30.83,0,0,0,n/a,2.39,0,0,33.22,-3.85,n/a,0,-1.31,0,0,0,n/a
MARKETPLACE,W-446528920768666,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/12/25,"6:24 PM PST, UTC-08:00",21.77,0,0,0,n/a,1.69,0,0,23.46,0,n/a,0,-1.02,0,0,0,n/a
MARKETPLACE,O-524629319565237,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/23/25,"7:58 PM PDT, UTC-07:00",20.99,0,0,0,n/a,1.63,0,0,22.62,-2.62,n/a,0,-0.99,0,0,0,n/a
MARKETPLACE,W-124429421728478,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/04/25,"11:42 AM PDT, UTC-07:00",27.99,2.99,0,0,n/a,2.4,0,3.64,37.02,0,n/a,0,-1.43,0,0,0,n/a
MARKETPLACE,O-421928954124750,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/15/25,"6:51 PM PST, UTC-08:00",69.66,0,0,0,n/a,5.4,0,0,75.06,-8.71,n/a,0,-2.59,0,0,0,n/a
MARKETPLACE,O-748228921892070,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/12/25,"5:04 PM PST, UTC-08:00",24.98,0,0,0,n/a,1.94,0,0,26.92,-3.12,n/a,0,-1.12,0,0,0,n/a
MARKETPLACE,O-331530215236847,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/21/25,"7:44 PM PDT, UTC-07:00",51.46,0,0,0,n/a,3.99,0,0,55.45,-6.43,n/a,0,-1.99,0,0,0,n/a
MARKETPLACE,W-998628808199687,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/31/25,"8:55 PM PST, UTC-08:00",45.99,0,0,0,n/a,3.56,0,0,49.55,0,n/a,0,-1.81,0,0,0,n/a
MARKETPLACE,O-682230056397915,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/06/25,"11:37 AM PDT, UTC-07:00",13.99,0,0,0,n/a,1.08,0,0,15.07,-1.75,n/a,0,-0.76,0,0,0,n/a
MARKETPLACE,W-919028891248171,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/09/25,"5:03 PM PST, UTC-08:00",39.36,2.99,0,0,n/a,3.28,0,6.68,52.31,0,n/a,0,-1.9,0,0,0,n/a
MARKETPLACE,W-815428598665862,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/11/25,"2:41 PM PST, UTC-08:00",48.96,0,0,0,n/a,3.79,0,0,52.75,0,n/a,0,-1.91,0,0,0,n/a
MARKETPLACE,O-998429374786596,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/29/25,"7:45 PM PDT, UTC-07:00",27.83,2.99,0,0,n/a,2.39,0,6.3,39.51,-3.85,n/a,0,-1.51,0,0,0,n/a
MARKETPLACE,W-365128493851336,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/01/25,"4:27 PM PST, UTC-08:00",39.68,2.99,0,0,n/a,3.31,0,7.54,53.52,0,n/a,0,-1.93,0,0,0,n/a
MARKETPLACE,O-912129496573574,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/11/25,"3:57 PM PDT, UTC-07:00",38.46,0,0,0,n/a,2.98,0,0,41.44,-4.81,n/a,0,-1.56,0,0,0,n/a
MARKETPLACE,O-009728744494546,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/25/25,"5:48 PM PST, UTC-08:00",30.18,0,0,0,n/a,2.34,0,0,32.52,-3.77,n/a,0,-1.29,0,0,0,n/a
MARKETPLACE,O-023629936528725,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/24/25,"6:02 PM PDT, UTC-07:00",35.46,2.99,0,0,n/a,2.98,0,6,47.43,-4.81,n/a,0,-1.75,0,0,0,n/a
MARKETPLACE,W-197628886831911,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/09/25,"2:14 PM PST, UTC-08:00",24.37,0,0,0,n/a,1.89,0,0,26.26,0,n/a,0,-1.1,0,0,0,n/a
MARKETPLACE,O-064129110596839,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/03/25,"5:47 PM PST, UTC-08:00",25.97,4.99,0,0,n/a,2.4,0,0,33.36,-3.87,n/a,0,-1.32,0,0,0,n/a
MARKETPLACE,O-608028503581734,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/01/25,"5:35 PM PST, UTC-08:00",33.98,0,0,0,n/a,2.63,0,0,36.61,-4.25,n/a,0,-1.42,0,0,0,n/a
MARKETPLACE,O-067729125300754,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/05/25,"12:39 PM PST, UTC-08:00",13.99,0,0,0,n/a,1.08,0,0,15.07,-1.75,n/a,0,-0.76,0,0,0,n/a
MARKETPLACE,O-233529726130627,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/03/25,"6:12 PM PDT, UTC-07:00",20.99,2.99,0,0,n/a,1.86,0,3.9,29.74,-3,n/a,0,-1.21,0,0,0,n/a
MARKETPLACE,O-947129028184739,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/22/25,"5:58 PM PST, UTC-08:00",32.76,0,0,0,n/a,2.54,0,0,35.3,-4.1,n/a,0,-1.38,0,0,0,n/a
MARKETPLACE,O-776629642105982,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/25/25,"5:55 PM PDT, UTC-07:00",21.99,2.99,0,0,n/a,1.93,0,3.73,30.64,-3.12,n/a,0,-1.23,0,0,0,n/a
MARKETPLACE,O-950729379268157,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/29/25,"6:57 PM PDT, UTC-07:00",31.98,0,0,0,n/a,2.48,0,0,34.46,-4,n/a,0,-1.35,0,0,0,n/a
MARKETPLACE,W-181830119458532,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/11/25,"5:45 PM PDT, UTC-07:00",40.01,0,0,0,n/a,3.1,0,0,43.11,0,n/a,0,-1.61,0,0,0,n/a
MARKETPLACE,W-844929089278072,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/28/25,"6:44 PM PST, UTC-08:00",30.97,2.99,0,0,n/a,2.63,0,5.99,42.58,0,n/a,0,-1.6,0,0,0,n/a
MARKETPLACE,O-652229513316647,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/12/25,"7:21 PM PDT, UTC-07:00",34.96,2.99,0,0,n/a,2.94,0,6.17,47.06,-4.74,n/a,0,-1.74,0,0,0,n/a
MARKETPLACE,O-436128655879166,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/16/25,"5:34 PM PST, UTC-08:00",12.99,0,0,0,n/a,1.01,0,0,14,-1.62,n/a,0,-0.73,0,0,0,n/a
MARKETPLACE,O-212329262260898,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/18/25,"7:43 PM PDT, UTC-07:00",37.52,2.99,0,0,n/a,3.14,0,6.37,50.02,-5.06,n/a,0,-1.83,0,0,0,n/a
MARKETPLACE,O-108029049456673,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-108029049456673,MISSING_ITEM - Refund requested by diner via help interaction,02/25/25,"12:41 PM PST, UTC-08:00",-1.99,0,0,0,n/a,-0.15,0,0,-2.14,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-196830211634335,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/22/25,"12:47 PM PDT, UTC-07:00",76.25,0,0,0,n/a,5.91,0,0,82.16,-9.53,n/a,0,-2.81,0,0,0,n/a
MARKETPLACE,W-923929531894331,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/14/25,"5:38 PM PDT, UTC-07:00",26.98,0,0,0,n/a,2.09,0,0,29.07,0,n/a,0,-1.19,0,0,0,n/a
MARKETPLACE,O-821128523905956,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/04/25,"3:53 PM PST, UTC-08:00",34.58,2.99,0,0,n/a,2.91,0,5.87,46.35,-4.7,n/a,0,-1.71,0,0,0,n/a
MARKETPLACE,O-391729647690112,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/26/25,"5:03 PM PDT, UTC-07:00",34.98,0,0,0,n/a,2.71,0,0,37.69,-4.37,n/a,0,-1.45,0,0,0,n/a
MARKETPLACE,O-965730286407477,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/29/25,"1:07 PM PDT, UTC-07:00",30.37,2.99,0,0,n/a,2.58,0,5.15,41.09,-4.17,n/a,0,-1.55,0,0,0,n/a
MARKETPLACE,O-868129220783701,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Adjustment of O-868129220783701,,03/14/25,"9:51 PM PDT, UTC-07:00",-25.37,0,0,0,n/a,-1.97,0,0,-27.34,0,n/a,0,0,0,0,0,n/a
MARKETPLACE,O-377829720979302,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/04/25,"5:35 PM PDT, UTC-07:00",17.97,4.99,0,0,n/a,1.78,0,1.67,26.41,-2.87,n/a,0,-1.11,0,0,0,n/a
MARKETPLACE,O-389930144085102,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/14/25,"10:12 PM PDT, UTC-07:00",26.93,0,0,0,n/a,2.09,0,0,29.02,-3.37,n/a,0,-1.19,0,0,0,n/a
MARKETPLACE,O-353128544004588,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/05/25,"4:57 PM PST, UTC-08:00",54.21,2.99,0,0,n/a,4.43,0,6.13,67.76,-7.15,n/a,0,-2.37,0,0,0,n/a
MARKETPLACE,O-442629543097453,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/15/25,"8:10 PM PDT, UTC-07:00",16.99,2.99,0,0,n/a,1.55,0,4.81,26.34,-2.5,n/a,0,-1.1,0,0,0,n/a
MARKETPLACE,O-504329306865681,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/22/25,"7:03 PM PDT, UTC-07:00",35.76,0,0,0,n/a,2.77,0,0,38.53,-4.47,n/a,0,-1.48,0,0,0,n/a
MARKETPLACE,O-097729553195146,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/16/25,"9:00 PM PDT, UTC-07:00",53.96,4.99,0,0,n/a,4.57,0,9.16,72.68,-7.37,n/a,0,-2.52,0,0,0,n/a
MARKETPLACE,O-195928785697067,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/29/25,"7:40 PM PST, UTC-08:00",20.99,0,0,0,n/a,1.63,0,0,22.62,-2.62,n/a,0,-0.99,0,0,0,n/a
MARKETPLACE,O-884629173270571,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/10/25,"1:35 PM PDT, UTC-07:00",44.67,4.99,0,0,n/a,3.85,0,8.75,62.26,-6.21,n/a,0,-2.2,0,0,0,n/a
MARKETPLACE,O-788929377841921,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/30/25,"3:48 PM PDT, UTC-07:00",25.98,0,0,0,n/a,2.01,0,0,27.99,-3.25,n/a,0,-1.15,0,0,0,n/a
MARKETPLACE,O-188829210487189,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/14/25,"11:35 AM PDT, UTC-07:00",86.07,0,0,0,n/a,6.67,0,0,92.74,-10.76,n/a,0,-3.13,0,0,0,n/a
MARKETPLACE,O-375630167489041,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,06/17/25,"3:26 PM PDT, UTC-07:00",35.52,2.99,0,0,n/a,2.98,0,4.02,45.51,-4.81,n/a,0,-1.69,0,0,0,n/a
MARKETPLACE,O-055129489968569,Pick-Up,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,04/10/25,"10:34 AM PDT, UTC-07:00",133.29,0,0,0,n/a,10.33,0,0,143.62,-16.66,n/a,0,-4.68,0,0,0,n/a
MARKETPLACE,O-258728591304152,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/10/25,"5:35 PM PST, UTC-08:00",22.98,2.99,0,0,n/a,2.01,0,3,30.98,-3.25,n/a,0,-1.24,0,0,0,n/a
MARKETPLACE,O-139928865875265,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,02/06/25,"9:43 PM PST, UTC-08:00",16.99,4.99,0,0,n/a,1.71,0,2.88,26.57,-2.75,n/a,0,-1.11,0,0,0,n/a
MARKETPLACE,O-358629370118417,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/29/25,"9:18 PM PDT, UTC-07:00",21.77,0,0,0,n/a,1.69,0,0,23.46,-2.72,n/a,0,-1.02,0,0,0,n/a
MARKETPLACE,O-951529712577954,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,05/02/25,"6:08 PM PDT, UTC-07:00",42.47,0,0,0,n/a,3.29,0,0,45.76,-5.31,n/a,0,-1.7,0,0,0,n/a
MARKETPLACE,O-312928667603680,Grubhub Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,01/18/25,"12:43 PM PST, UTC-08:00",38.47,0,0,0,n/a,2.98,0,0,41.45,-4.81,n/a,0,-1.56,0,0,0,n/a
MARKETPLACE,O-965629263176880,Self Delivery,Ameci Pizza & Pasta - Trabuco Rd,Prepaid Order,,03/18/25,"6:21 PM PDT, UTC-07:00",61.68,2.99,0,0,n/a,5.01,0,6.98,76.66,-8.08,n/a,0,-2.64,0,0,0,n/a
