"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax"
"O-156215159414113","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"5/7/21","8:40 PM","15.21","0","1.99","1.33","2.78","21.31","-4.30","0","-0.95","0"
"O-038715144865445","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"5/6/21","8:41 PM","23.49","0","2.99","2.05","4.27","32.80","-6.62","0","-1.30","0"
"O-517015342796680","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"5/26/21","9:09 PM","36.72","0","2.99","3.08","6.41","49.20","-9.93","0","-1.80","0"
"O-029415245976826","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"5/16/21","5:51 PM","15.32","0","2.99","1.42","3.95","23.68","-4.58","0","-1.02","0"
"O-925215314015699","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"5/23/21","9:08 PM","32.96","0","2.99","2.78","5.81","44.54","-8.99","0","-1.66","0"
"O-911015277275517","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"5/19/21","8:03 PM","23.98","0","2.99","2.09","4.36","33.42","-6.74","0","-1.32","0"
"O-523915126096144","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"5/5/21","3:04 PM","18.99","0","2.99","1.70","3.55","27.23","-5.50","0","-1.13","0"
"O-305715351867395","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"5/28/21","4:28 PM","54.13","0","1.99","4.35","6.05","66.52","-14.03","0","-2.33","0"
"O-008615221323794","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/14/21","9:37 PM","16.49","0","0.00","1.28","0","17.77","-3.30","-1.65","-0.84","0"
"O-901615225265304","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/15/21","2:55 PM","37.23","0","0.00","2.89","0","40.12","-7.45","-3.72","-1.52","0"
"T-AwEAAAAAABLIK3fUNnC3ExHruVB9Eln0VQg","The Wing Stop - Alton Pkwy","Account Adjustment","00861522-1323794
MC","5/17/21","6:26 AM","0","0","0.00","0.00","0","16.48","0","0","0","0"
"O-679115332840595","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/25/21","9:14 PM","30.73","0","0.00","2.38","0","33.11","-6.15","-3.07","-1.31","0"
"O-008615221323794","The Wing Stop - Alton Pkwy","Adjustment of O-008615221323794","MISSING_ITEM","5/15/21","1:24 AM","-16.49","0","0.00","-1.28","0","-17.77","0","0","0","0"
"O-136415213434358","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/14/21","4:36 PM","13.24","0","0.00","1.03","0","14.27","-2.65","-1.32","-0.74","0"
"O-812115175530245","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/9/21","10:00 PM","24.96","0","0.00","1.93","0","26.89","-4.99","-2.50","-1.12","0"
"O-122715270044963","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/19/21","8:52 PM","28.97","0","0.00","2.25","0","31.22","-5.79","-2.90","-1.25","0"
"O-907615226367188","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/14/21","9:09 PM","16.49","0","0.00","1.28","0","17.77","-3.30","-1.65","-0.84","0"
"O-857715380219261","The Wing Stop - Alton Pkwy","Prepaid Order",,"5/31/21","3:00 PM","59.70","0","0.00","4.63","0","64.33","-11.94","-5.97","-2.26","0"
