"ID","Restaurant","Type","Description","Date","Time","Subtotal","Delivery","Service","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-094916082564250","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/8/21","8:46 PM","17.99","0.00","0","1.39","0","19.38","-3.60","-1.80","-0.89","0","0"
"O-176316150604462","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/15/21","8:15 PM","18.97","0.00","0","1.47","0","20.44","-3.79","-1.90","-0.92","0","0"
"O-622916050204376","The Wing Stop - Alton Pkwy","Adjustment of O-622916050204376","Tip increased by diner via self-service - Tip updated by diner via help interaction","8/5/21","7:09 PM","0","0.00","0","0.00","0","0.00","0","0","0","0","0"
"O-494316123708571","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/13/21","4:16 PM","45.96","0.00","0","3.56","0","49.52","-9.19","-4.60","-1.81","0","0"
"O-261016186511506","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/19/21","4:36 PM","19.98","0.00","0","1.55","0","21.53","-4.00","-2.00","-0.96","0","0"
"O-977216055171217","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/6/21","12:17 PM","7.99","0.00","0","0.62","0","8.61","-1.60","-0.80","-0.56","0","0"
"O-419916297689721","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/29/21","8:40 PM","17.99","0.00","0","1.39","0","19.38","-3.60","-1.80","-0.89","0","0"
"O-244716030090539","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/4/21","11:35 AM","29.99","0.00","0","2.32","0","32.31","-6.00","-3.00","-1.29","0","0"
"O-199316271381886","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/27/21","6:02 PM","35.97","0.00","0","2.79","0","38.76","-7.19","-3.60","-1.48","0","0"
"O-094916062567659","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/6/21","5:47 PM","69.20","0.00","0","5.36","0","74.56","-13.84","-6.92","-2.57","0","0"
"O-000816294420793","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/29/21","7:08 PM","29.98","0.00","0","2.32","0","32.30","-6.00","-3.00","-1.29","0","0"
"O-176316130688419","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/13/21","8:52 PM","39.74","0.00","0","3.08","0","42.82","-7.95","-3.97","-1.61","0","0"
"O-167616300521964","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/30/21","7:25 PM","39.98","0.00","0","3.10","0","43.08","-8.00","-4.00","-1.61","0","0"
"O-578716197567496","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/20/21","2:30 PM","18.48","0.00","0","1.43","0","19.91","-3.70","-1.85","-0.91","0","0"
"O-612916281264446","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/29/21","5:41 PM","56.97","0.00","0","4.42","0","61.39","-11.39","-5.70","-2.17","0","0"
"O-394116293225161","The Wing Stop - Alton Pkwy","Adjustment of O-394116293225161","Tip increased by diner via self-service - Tip updated by diner via help interaction","8/30/21","11:41 AM","0","0.00","0","0.00","0","0.00","0","0","0","0","0"
"O-622916050204376","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/5/21","6:52 PM","34.46","0.00","0","2.67","0","37.13","-6.89","-3.45","-1.43","0","0"
"O-578716147569539","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/15/21","3:32 PM","14.99","0.00","0","1.16","0","16.15","-3.00","-1.50","-0.79","0","0"
"O-261016196514226","The Wing Stop - Alton Pkwy","Prepaid Order",,"8/20/21","2:37 PM","17.49","0.00","0","1.36","0","18.85","-3.50","-1.75","-0.87","0","0"
"O-556416210317493","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/21/21","7:47 PM","26.46","0.00","0","2.05","0","28.51","-5.29","-2.65","-1.17","0","0"
"O-035316299972642","Trattoria Contadina - Alton Pkwy","Adjustment of O-035316299972642","MISSING_ITEM - Refund requested by diner via help interaction","8/29/21","6:30 PM","-8.49","0.00","0","-0.65","0","-9.14","0","0","0","0","0"
"O-035316299972642","Trattoria Contadina - Alton Pkwy","Adjustment of O-035316299972642","Refund due to order adjustment
Incorrect Item- 	
Create Your Own Pasta- Diner received  pasta dish was made with artichoke hearts.","8/29/21","6:42 PM","-13.96","0.00","0","-1.09","0","-15.05","0","0","0","0","0"
"O-018416211145040","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/22/21","5:22 PM","66.44","0.00","0","5.15","0","71.59","-13.29","-6.64","-2.48","0","0"
"O-261016236559014","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/23/21","9:21 PM","39.96","0.00","0","3.10","0","43.06","-7.99","-4.00","-1.61","0","0"
"O-569316042495607","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/4/21","7:29 PM","56.15","0.00","0","4.35","0","60.50","-11.23","-5.62","-2.15","0","0"
"O-362516078856919","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/7/21","7:45 PM","38.70","0.00","0","3.00","0","41.70","-7.74","-3.87","-1.57","0","0"
"O-358216041917098","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/4/21","7:53 PM","56.70","0.00","0","4.39","0","61.09","-11.34","-5.67","-2.16","0","0"
"O-595016199225128","Trattoria Contadina - Alton Pkwy","Adjustment of O-595016199225128","Tip increased by diner via self-service - Tip updated by diner via help interaction","8/20/21","4:07 PM","0","0.00","0","0.00","0","0.00","0","0","0","0","0"
"O-176316220600913","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/22/21","7:57 PM","10.99","0.00","0","0.85","0","11.84","-2.20","-1.10","-0.66","0","0"
"O-167616300520924","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/30/21","8:03 PM","21.97","0.00","0","1.70","0","23.67","-4.39","-2.20","-1.02","0","0"
"O-383916252489765","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/25/21","6:37 PM","21.97","0.00","0","1.70","0","23.67","-4.39","-2.20","-1.02","0","0"
"O-754316140943571","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/15/21","5:23 PM","38.22","0.00","0","2.96","0","41.18","-7.64","-3.82","-1.56","0","0"
"O-869816309010211","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/30/21","6:22 PM","43.95","0.00","0","3.41","0","47.36","-8.79","-4.40","-1.74","0","0"
"O-244716040067258","Trattoria Contadina - Alton Pkwy","Adjustment of O-244716040067258","Tip increased by diner via self-service - Tip updated by diner via help interaction","8/4/21","7:24 PM","0","0.00","0","0.00","0","0.00","0","0","0","0","0"
"O-595016199225128","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/20/21","3:52 PM","9.98","0.00","0","0.77","0","10.75","-2.00","-1.00","-0.63","0","0"
"O-519016134826325","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/13/21","6:02 PM","52.43","0.00","0","4.06","0","56.49","-10.49","-5.24","-2.02","0","0"
"O-120716149919761","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/15/21","11:52 AM","17.94","0.00","0","1.39","0","19.33","-3.59","-1.79","-0.89","0","0"
"O-556416210310444","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/21/21","7:33 PM","27.97","0.00","0","2.17","0","30.14","-5.59","-2.80","-1.22","0","0"
"O-202016255439618","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/25/21","8:46 PM","18.98","0.00","0","1.47","0","20.45","-3.80","-1.90","-0.92","0","0"
"O-035316299972642","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/29/21","6:30 PM","28.19","0.00","0","2.18","0","30.37","-5.64","-2.82","-1.23","0","0"
"O-785016064618606","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/6/21","9:23 PM","29.47","0.00","0","2.28","0","31.75","-5.89","-2.95","-1.27","0","0"
"O-244716040067258","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/4/21","7:24 PM","12.98","0.00","0","1.01","0","13.99","-2.60","-1.30","-0.73","0","0"
"O-292816073162604","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/8/21","5:14 PM","52.42","0.00","0","4.06","0","56.48","-10.48","-5.24","-2.02","0","0"
"O-578716217586106","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/21/21","5:42 PM","23.98","0.00","0","1.86","0","25.84","-4.80","-2.40","-1.09","0","0"
"O-612916271256428","Trattoria Contadina - Alton Pkwy","Adjustment of O-612916271256428","Tip increased by diner via self-service - Tip updated by diner via help interaction","8/27/21","6:11 PM","0","0.00","0","0.00","0","0.00","0","0","0","0","0"
"O-612916271256428","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/27/21","6:11 PM","63.94","0.00","0","4.96","0","68.90","-12.79","-6.39","-2.40","0","0"
"O-383916272485175","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"8/27/21","7:41 PM","61.13","0.00","0","4.74","0","65.87","-12.23","-6.11","-2.31","0","0"
