transaction id,transaction date,account name,transaction description,transaction line description,amount (one column),,debit amount (two column approach),credit amount (two column approach),other accounts for this transaction,customer,vendor,invoice number,bill number,notes / memo,amount before sales tax,sales tax amount,sales tax name,transaction date added,transaction date last modified,account group,account type,account id,source_accounting_file,wave_account
2018958719089386553,2024-06-04,Slice Sales,SLICE DES:SLICE15639 ID:ST-I7C1S5G3H7V4 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,5065.39,,,5065.39,Business Advantage Chk (602),,,,,,5065.39,,,2024-06-05,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2040225104557778529,2024-07-03,Slice Sales,SLICE DES:SLICE15639 ID:ST-V4F6R9S8Y9Z3 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,4492.97,,,4492.97,Business Advantage Chk (602),,,,,,4492.97,,,2024-07-04,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2064454334543832389,2024-08-05,Slice Sales,SLICE DES:SLICE15639 ID:ST-V3D2S3S8G2E5 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,6514.03,,,6514.03,Business Advantage Chk (602),,,,,,6514.03,,,2024-08-07,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2085554288838321792,2024-09-04,Slice Sales,SLICE DES:SLICE15639 ID:ST-J2X8E9N4H7P2 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,5218.82,,,5218.82,Business Advantage Chk (602),,,,,,5218.82,,,2024-09-05,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2106596179948086572,2024-10-03,Slice Sales,SLICE DES:SLICE15639 ID:ST-L2U2J2C4V5P7 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,3305.47,,,3305.47,Business Advantage Chk (602),,,,,,3305.47,,,2024-10-04,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2130936481471014006,2024-11-05,Slice Sales,SLICE DES:SLICE15639 ID:ST-J7A6S1A8D0O7 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,5646.12,,,5646.12,Business Advantage Chk (602),,,,,,5646.12,,,2024-11-07,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2150824455545300456,2024-12-03,Slice Sales,SLICE DES:SLICE15639 ID:ST-G6Y2M3H2B3Q7 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,3984.14,,,3984.14,Business Advantage Chk (602),,,,,,3984.14,,,2024-12-04,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2173372919042811265,2025-01-03,Slice Sales,SLICE DES:SLICE15639 ID:ST-B6V7V8U9V4S4 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,4402.17,,,4402.17,Business Advantage Chk (602),,,,,,4402.17,,,2025-01-04,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2196718124449933171,2025-02-04,Slice Sales,SLICE DES:SLICE15639 ID:ST-A6A2M8T5F1V1 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,3243.1,,,3243.1,Business Advantage Chk (602),,,,,,3243.1,,,2025-02-05,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2217142044910954239,2025-03-04,Slice Sales,SLICE DES:SLICE15639 ID:ST-J5A2O9N2T1E8 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,3355.38,,,3355.38,Business Advantage Chk (602),,,,,,3355.38,,,2025-03-05,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2239068284081153534,2025-04-03,Slice Sales,SLICE DES:SLICE15639 ID:ST-U7T3V6S2K6U8 INDN:ACE A ROMA INC CO ID:XXXXX65600 CCD,,4155.84,,,4155.84,Business Advantage Chk (602),,,,,,4155.84,,,2025-04-05,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2261643239029220721,2025-05-05,Slice Sales,SLICE DES:SLICE15639 ID:ST-I7W0T2B2L0J0 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,4426.09,,,4426.09,Business Advantage Chk (602),,,,,,4426.09,,,2025-05-06,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2283328800378857040,2025-06-03,Slice Sales,SLICE DES:SLICE15639 ID:ST-R2Q5D4H0V2R1 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,4505.32,,,4505.32,Business Advantage Chk (602),,,,,,4505.32,,,2025-06-05,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2304707913555387923,2025-07-03,Slice Sales,SLICE DES:SLICE15639 ID:ST-V1I7P9R4B8Y4 INDN:ACE A ROMA INC CO ID:XXXXX65600 CCD,,5160.48,,,5160.48,Business Advantage Chk (602),,,,,,5160.48,,,2025-07-04,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2328453457310131956,2025-08-05,Slice Sales,SLICE DES:SLICE15639 ID:ST-C7L8I2O5G8D5 INDN:ACE A ROMA INC CO ID:XXXXX65600 CCD,,3435.43,,,3435.43,Business Advantage Chk (602),,,,,,3435.43,,,2025-08-06,2025-09-05,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2349666519786465180,2025-09-03,Slice Sales,SLICE DES:SLICE15639 ID:ST-L3Q8D4E8X6V5 INDN:ACE A ROMA INC CO ID:XXXXX65600 CCD,,3660.29,,,3660.29,Business Advantage Chk (602),,,,,,3660.29,,,2025-09-04,2025-10-10,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2371487075020056485,2025-10-03,Slice Sales,SLICE DES:SLICE15639 ID:ST-L2K0U7W8N7N5 INDN:ACE A ROMA INC CO ID:XXXXX65600 CCD,,2610.68,,,2610.68,Business Advantage Chk (602),,,,,,2610.68,,,2025-10-04,2025-10-10,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2384516003787711874,2025-10-22,Sales,Natasha Ahsan - 586,Natasha Ahsan - 586 - Extra Large: Cheese,99.95,,,99.95,"Accounts Receivable, CA Sales Tax, Sales Discounts",Natasha Ahsan,,586.0,,"Notes: 150 slices desired. Half in cheese. Half in halal pepperoni. The boxes may fit up to the extra large size. They come in 12 slices so 150/12 is 12.5, so we can do 13 pizzas.. 6 cheese, 6 halal pepperoni, and one half and half.

Payment Terms: Cash, Check or Zelle Only.",99.95,7.07,CA Sales Tax,2025-10-22,2025-11-06,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2384516003787711874,2025-10-22,Sales,Natasha Ahsan - 586,Natasha Ahsan - 586 - Extra Large: Halal Pepperoni,167.93,,,167.93,"Accounts Receivable, CA Sales Tax, Sales Discounts",Natasha Ahsan,,586.0,,"Notes: 150 slices desired. Half in cheese. Half in halal pepperoni. The boxes may fit up to the extra large size. They come in 12 slices so 150/12 is 12.5, so we can do 13 pizzas.. 6 cheese, 6 halal pepperoni, and one half and half.

Payment Terms: Cash, Check or Zelle Only.",167.93,11.89,CA Sales Tax,2025-10-22,2025-11-06,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2384516003787711874,2025-10-22,Sales,Natasha Ahsan - 586,Natasha Ahsan - 586 - Extra Large: Half Halal Pepperoni,21.99,,,21.99,"Accounts Receivable, CA Sales Tax, Sales Discounts",Natasha Ahsan,,586.0,,"Notes: 150 slices desired. Half in cheese. Half in halal pepperoni. The boxes may fit up to the extra large size. They come in 12 slices so 150/12 is 12.5, so we can do 13 pizzas.. 6 cheese, 6 halal pepperoni, and one half and half.

Payment Terms: Cash, Check or Zelle Only.",21.99,1.56,CA Sales Tax,2025-10-22,2025-11-06,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2384516003787711874,2025-10-22,Sales,Natasha Ahsan - 586,Natasha Ahsan - 586 - Delivery Fee,15.0,,,15.0,"Accounts Receivable, CA Sales Tax, Sales Discounts",Natasha Ahsan,,586.0,,"Notes: 150 slices desired. Half in cheese. Half in halal pepperoni. The boxes may fit up to the extra large size. They come in 12 slices so 150/12 is 12.5, so we can do 13 pizzas.. 6 cheese, 6 halal pepperoni, and one half and half.

Payment Terms: Cash, Check or Zelle Only.",15.0,1.06,CA Sales Tax,2025-10-22,2025-11-06,Income,Income,,Takeout/wave_aroma/accounting.csv,aroma
2384516003787711874,2025-10-22,Sales Discounts,Natasha Ahsan - 586,Natasha Ahsan - 586 - Extra Large: Cheese,-8.67,,8.67,,"Accounts Receivable, CA Sales Tax, Sales",Natasha Ahsan,,586.0,,"Notes: 150 slices desired. Half in cheese. Half in halal pepperoni. The boxes may fit up to the extra large size. They come in 12 slices so 150/12 is 12.5, so we can do 13 pizzas.. 6 cheese, 6 halal pepperoni, and one half and half.

Payment Terms: Cash, Check or Zelle Only.",-8.67,,,2025-10-22,2025-11-06,Income,Discount,,Takeout/wave_aroma/accounting.csv,aroma
2384516003787711874,2025-10-22,Sales Discounts,Natasha Ahsan - 586,Natasha Ahsan - 586 - Extra Large: Halal Pepperoni,-14.57,,14.57,,"Accounts Receivable, CA Sales Tax, Sales",Natasha Ahsan,,586.0,,"Notes: 150 slices desired. Half in cheese. Half in halal pepperoni. The boxes may fit up to the extra large size. They come in 12 slices so 150/12 is 12.5, so we can do 13 pizzas.. 6 cheese, 6 halal pepperoni, and one half and half.

Payment Terms: Cash, Check or Zelle Only.",-14.57,,,2025-10-22,2025-11-06,Income,Discount,,Takeout/wave_aroma/accounting.csv,aroma
2384516003787711874,2025-10-22,Sales Discounts,Natasha Ahsan - 586,Natasha Ahsan - 586 - Extra Large: Half Halal Pepperoni,-1.91,,1.91,,"Accounts Receivable, CA Sales Tax, Sales",Natasha Ahsan,,586.0,,"Notes: 150 slices desired. Half in cheese. Half in halal pepperoni. The boxes may fit up to the extra large size. They come in 12 slices so 150/12 is 12.5, so we can do 13 pizzas.. 6 cheese, 6 halal pepperoni, and one half and half.

Payment Terms: Cash, Check or Zelle Only.",-1.91,,,2025-10-22,2025-11-06,Income,Discount,,Takeout/wave_aroma/accounting.csv,aroma
2384516003787711874,2025-10-22,Sales Discounts,Natasha Ahsan - 586,Natasha Ahsan - 586 - Delivery Fee,-1.3,,1.3,,"Accounts Receivable, CA Sales Tax, Sales",Natasha Ahsan,,586.0,,"Notes: 150 slices desired. Half in cheese. Half in halal pepperoni. The boxes may fit up to the extra large size. They come in 12 slices so 150/12 is 12.5, so we can do 13 pizzas.. 6 cheese, 6 halal pepperoni, and one half and half.

Payment Terms: Cash, Check or Zelle Only.",-1.3,,,2025-10-22,2025-11-06,Income,Discount,,Takeout/wave_aroma/accounting.csv,aroma
2394841891750290736,2025-11-04,Uncategorized Income,SLICE DES:SLICE15639 ID:ST-A1L8M6X6J4Z9 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,3847.66,,,3847.66,Business Advantage Chk (602),,,,,,3847.66,,,2025-11-06,2025-11-06,Income,Uncategorized Income,,Takeout/wave_aroma/accounting.csv,aroma
2415922570365773806,2025-12-03,Uncategorized Income,SLICE DES:SLICE15639 ID:ST-M9I5W8T9H0K6 INDN:ACE A ROMA INC CO ID:XXXXX65600 CCD,,4520.58,,,4520.58,Business Advantage Chk (602),,,,,,4520.58,,,2025-12-05,2025-12-05,Income,Uncategorized Income,,Takeout/wave_aroma/accounting.csv,aroma
2439925956584941345,2026-01-05,Uncategorized Income,SLICE DES:SLICE15639 ID:ST-W3W6T6P7X6L9 INDN:ACE A ROMA INC CO ID:XXXXX48598 CCD,,4575.29,,,4575.29,Business Advantage Chk (602),,,,,,4575.29,,,2026-01-07,2026-01-07,Income,Uncategorized Income,,Takeout/wave_aroma/accounting.csv,aroma
2460409223494772438,2026-02-03,Uncategorized Income,SLICE DES:SLICE15639 ID:ST-Q2N7N5L7O7F1 INDN:ACE A ROMA INC CO ID:XXXXX65600 CCD,,3777.79,,,3777.79,Business Advantage Chk (602),,,,,,3777.79,,,2026-02-04,2026-02-04,Income,Uncategorized Income,,Takeout/wave_aroma/accounting.csv,aroma
