"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax","Targeted Promotion"
"O-060914189479034","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/30/21","6:45 PM","34.70","0","0.00","2.69","0","37.39","-6.94","-3.47","-1.44","0","0"
"O-334414045425610","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/16/21","7:10 PM","38.96","0","0.00","3.02","0","41.98","-7.79","-3.90","-1.58","0","0"
"O-997314159757188","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/27/21","6:40 PM","11.74","0","0.00","0.91","0","12.65","-2.35","-1.17","-0.69","0","0"
"O-932814123447652","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/25/21","11:35 AM","29.71","0","0.00","2.30","0","32.01","-5.94","-2.97","-1.28","0","0"
"O-743313910497087","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/3/21","8:30 PM","29.22","0","0.00","2.26","0","31.48","-5.84","-2.92","-1.26","0","0"
"O-251614056260885","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/18/21","1:40 PM","22.95","0","0.00","1.78","0","24.73","-4.59","-2.30","-1.05","0","0"
"O-695714018332546","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/13/21","8:10 PM","34.45","0","0.00","2.67","0","37.12","-6.89","-3.45","-1.43","0","0"
"O-591413914186681","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/4/21","4:30 PM","15.98","0","0.00","1.24","0","17.22","-3.20","-1.60","-0.83","0","0"
"O-429014094788443","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/21/21","6:20 PM","31.97","0","0.00","2.48","0","34.45","-6.39","-3.20","-1.35","0","0"
"O-512314150594280","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/27/21","6:35 PM","16.73","0","0.00","1.30","0","18.03","-3.35","-1.67","-0.85","0","0"
"O-619813964953879","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/9/21","11:35 AM","33.96","0","0.00","2.63","0","36.59","-6.79","-3.40","-1.42","0","0"
"O-966214048843214","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/17/21","1:40 PM","42.95","0","0.00","3.33","0","46.28","-8.59","-4.30","-1.71","0","0"
"O-620114070462895","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/19/21","6:30 PM","23.96","0","0.00","1.86","0","25.82","-4.79","-2.40","-1.09","0","0"
"O-358514064721915","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/18/21","5:35 PM","22.47","0","0.00","1.74","0","24.21","-4.49","-2.25","-1.04","0","0"
"O-060013964626049","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/8/21","6:05 PM","44.71","0","0.00","3.47","0","48.18","-8.94","-4.47","-1.77","0","0"
"O-194514177748277","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/29/21","6:45 PM","45.41","0","0.00","3.52","0","48.93","-9.08","-4.54","-1.79","0","0"
"O-831814179234800","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/29/21","6:20 PM","27.97","0","0.00","2.17","0","30.14","-5.59","-2.80","-1.22","0","0"
"O-668414129517137","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/24/21","8:05 PM","20.98","0","0.00","1.63","0","22.61","-4.20","-2.10","-0.99","0","0"
"O-589714167083394","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/28/21","6:50 PM","25.20","0","0.00","1.95","0","27.15","-5.04","-2.52","-1.13","0","0"
"O-430314051221342","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/18/21","11:25 AM","16.97","0","0.00","1.32","0","18.29","-3.39","-1.70","-0.86","0","0"
"O-429814116194380","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/24/21","2:50 PM","21.98","0","0.00","1.70","0","23.68","-4.40","-2.20","-1.02","0","0"
"O-358514034792929","Trattoria Contadina - Alton Pkwy","Prepaid Order",,"1/15/21","7:45 PM","41.19","0","0.00","3.19","0","44.38","-8.24","-4.12","-1.65","0","0"
