Transaction Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Adjustments,Taxes,Tip,Other,You earned,Notes
Delivery,1/13/21,#581614009779372,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$18.98,-$7.59,$0.00,$1.47,,,$12.86,
Delivery,1/13/21,#67f6d642,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,1/13/21,#f841b480,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$32.90,-$13.16,$0.00,$2.55,,,$22.29,
Delivery,1/13/21,#d526d126,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,1/13/21,#f395dddb,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.97,-$14.39,$0.00,$2.79,,,$24.37,
Delivery,1/13/21,#186,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$25.98,-$10.39,$0.00,$2.02,,,$17.61,
Delivery,1/13/21,#6189961b,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$11.99,-$4.80,$0.00,$0.93,,,$8.12,
Delivery,1/13/21,#47BFF,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$32.97,-$9.29,$0.00,$0.00,,,$23.68,
Delivery,1/13/21,#695714008390618,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$12.99,-$5.04,$0.00,$0.62,,,$8.57,
Delivery,1/13/21,#3266d353,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$41.98,-$16.79,$0.00,$3.25,,,$28.44,
Delivery,1/13/21,#B7E38,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$6.50,$0.00,$0.00,,,$19.48,
Delivery,1/13/21,#956214000088426,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$26.98,-$10.79,$0.00,$2.09,,,$18.28,
Delivery,1/12/21,#5d047aa1,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$1.08,,,$9.47,
Delivery,1/12/21,#23908069,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,1/12/21,#8df99864,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.90,-$11.96,$0.00,$2.32,,,$20.26,
Delivery,1/12/21,#231,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$25.98,-$10.39,$0.00,$2.02,,,$17.61,
Delivery,1/12/21,#f1104036,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.98,-$10.39,$0.00,$2.01,,,$17.60,
Delivery,1/12/21,#881AC,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$52.97,-$15.05,$0.00,$0.00,,,$37.92,
Delivery,1/12/21,#002684a7,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.00,-$12.40,$0.00,$2.40,,,$21.00,
Delivery,1/12/21,#159,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$19.98,-$7.99,$0.00,$1.55,,,$13.54,
Delivery,1/12/21,#A9AA2,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.98,-$7.15,$0.00,$0.00,,,$21.83,
Delivery,1/12/21,#195,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$18.99,-$7.60,$0.00,$1.48,,,$12.87,
Delivery,1/12/21,#481bafd9,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,1/12/21,#dc11e08c,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.98,-$5.72,$0.00,$2.01,,,$22.27,
Delivery,1/12/21,#b57a0106,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.90,-$10.76,$0.00,$2.08,,,$18.22,
Delivery,1/12/21,#07fd6a64,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.49,-$6.20,$0.00,$1.20,,,$10.49,
Delivery,1/12/21,#C8F8B,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.98,-$5.40,$0.00,$0.00,,,$18.58,
Delivery,1/12/21,#111,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates,$28.97,-$11.59,$0.00,$2.25,,,$19.63,
Delivery,1/12/21,#116,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$25.49,-$10.20,$0.00,$1.98,,,$17.27,
Delivery,1/12/21,#274651d6,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.98,-$7.59,$0.00,$1.47,,,$12.86,
Delivery,1/12/21,#82fe17e0,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,1/12/21,#31AC8,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.98,-$3.60,$0.00,$0.00,,,$12.38,
Delivery,1/12/21,#81dca000,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$12.39,$0.00,$2.40,,,$20.98,
Delivery,1/12/21,#157,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$12.94,-$5.18,$0.00,$1.01,,,$8.77,
Delivery,1/12/21,#5e200b3f,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$12.39,$0.00,$2.40,,,$20.98,
Delivery,1/12/21,#0BF62,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$6.29,$0.00,$0.00,,,$11.69,
Delivery,1/12/21,#906513998253945,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$14.95,-$5.98,$0.00,$1.16,,,$10.13,
Delivery,1/12/21,#E31E6,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.48,-$6.97,$0.00,$0.00,,,$21.51,
Delivery,1/12/21,#d0eaa335,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,1/12/21,#cc05e943,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$36.97,-$14.79,$0.00,$2.87,,,$25.05,
Delivery,1/12/21,#CA91A,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$47.96,-$10.80,$0.00,$0.00,,,$37.16,
Delivery,1/12/21,#253f6004,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$39.98,-$15.99,$0.00,$3.10,,,$27.09,
Delivery,1/12/21,#8C787,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.99,-$5.50,$0.00,$0.00,,,$10.49,
Delivery,1/11/21,#CC584,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$41.48,-$13.77,$0.00,$0.00,,,$27.71,
Delivery,1/11/21,#bf9f77d6,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.98,-$7.99,$0.00,$1.55,,,$13.54,
Delivery,1/11/21,#859a0ace,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.15,-$11.26,$0.00,$2.18,,,$19.07,
Delivery,1/11/21,#311ac492,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$29.98,-$11.99,$0.00,$2.32,,,$20.31,
Delivery,1/11/21,#190813990540657,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$46.96,-$18.63,$0.00,$3.25,,,$31.58,
Delivery,1/11/21,#ABB13,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$6.29,$0.00,$0.00,,,$11.69,
Delivery,1/11/21,#976213991835565,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$20.95,-$1.91,-$16.17,$1.24,,,$4.11,
Delivery,1/11/21,#158,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,1/11/21,#230,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$14.95,-$5.98,$0.00,$1.16,,,$10.13,
Delivery,1/11/21,#223,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$29.48,-$11.79,$0.00,$2.29,,,$19.98,
Delivery,1/11/21,#75076,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.98,-$6.29,$0.00,$0.00,,,$11.69,
Delivery,1/11/21,#6096F,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.99,-$4.85,$0.00,$0.00,,,$11.14,
Delivery,1/11/21,#bd777e08,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,1/11/21,#d59a7049,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,1/11/21,#110,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates,$14.99,-$5.99,$0.00,$1.16,,,$10.16,
Delivery,1/11/21,#5037ad8b,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$11.99,-$4.80,$0.00,$0.93,,,$8.12,
Delivery,1/11/21,#674CF,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.98,-$9.40,$0.00,$0.00,,,$19.58,
Delivery,1/11/21,#cf22a6bb,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,1/11/21,#841c491d,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$32.50,-$13.00,$0.00,$2.52,,,$22.02,
Delivery,1/11/21,#230,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$35.96,-$14.38,$0.00,$2.79,,,$24.37,
Delivery,1/11/21,#42b7522a,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$27.98,-$11.19,$0.00,$2.17,,,$18.96,
Delivery,1/11/21,#338e4ff1,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.98,-$6.79,$0.00,$1.32,,,$11.51,
Delivery,1/10/21,#117cea14,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,1/10/21,#209,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$11.99,-$4.80,$0.00,$0.93,,,$8.12,
Delivery,1/10/21,#508cea45,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$11.99,-$4.80,$0.00,$0.93,,,$8.12,
Delivery,1/10/21,#229,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$20.48,-$8.19,$0.00,$1.59,,,$13.88,
Delivery,1/10/21,#76d322c9,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.48,-$8.19,$0.00,$1.59,,,$13.88,
Delivery,1/10/21,#0e806eae,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.00,-$6.40,$0.00,$1.24,,,$10.84,
Delivery,1/10/21,#370113983823114,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$16.49,$0.51,-$17.76,$1.28,,,$0.52,
Delivery,1/10/21,#157,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$23.98,-$9.59,$0.00,$1.86,,,$16.25,
Delivery,1/10/21,#228,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$33.47,-$13.39,$0.00,$2.60,,,$22.68,
Delivery,1/10/21,#63ec5c81,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.49,-$6.20,$0.00,$1.20,,,$10.49,
Delivery,1/10/21,#262013984717714,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$37.23,-$14.88,$0.00,$2.89,,,$25.24,
Delivery,1/10/21,#194,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$23.48,-$9.39,$0.00,$1.82,,,$15.91,
Delivery,1/10/21,#2acb5608,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$1.08,,,$9.47,
Delivery,1/10/21,#349413986476125,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$58.00,-$22.83,$0.00,$3.57,,,$38.74,
Delivery,1/10/21,#7cf18dc9,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,1/10/21,#21b3ab75,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$71.46,-$28.58,$0.00,$5.54,,,$48.42,
Delivery,1/10/21,#8a337d35,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,1/10/21,#132,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$42.92,-$17.17,$0.00,$3.33,,,$29.08,
Delivery,1/10/21,#05029830,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.90,-$10.76,$0.00,$2.08,,,$18.22,
Delivery,1/10/21,#208,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$22.98,-$9.19,$0.00,$1.79,,,$15.58,
Delivery,1/10/21,#193,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$13.99,-$5.60,$0.00,$1.09,,,$9.48,
Delivery,1/10/21,#284413978848307,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$26.90,-$10.76,$0.00,$2.08,,,$18.22,
Delivery,1/10/21,#3c2f5d76,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,1/10/21,#56AB7,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.99,-$5.55,$0.00,$0.00,,,$12.44,
Delivery,1/10/21,#156,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$27.94,-$11.18,$0.00,$2.17,,,$18.93,
Delivery,1/10/21,#b6efc58e,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$12.39,$0.00,$2.40,,,$20.98,
Delivery,1/10/21,#3d86eed2,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$33.15,-$7.30,$0.00,$2.57,,,$28.43,
Delivery,1/10/21,#060013974699594,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$25.98,-$10.39,$0.00,$2.01,,,$17.60,
Delivery,1/10/21,#155,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$15.00,-$6.00,$0.00,$1.17,,,$10.17,
Delivery,1/10/21,#98759aa6,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$31.90,-$7.02,$0.00,$2.47,,,$27.35,
Delivery,1/10/21,#81c8d612,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$20.48,-$8.19,$0.00,$1.59,,,$13.88,
Delivery,1/10/21,#895913978444980,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$28.93,-$11.57,$0.00,$2.24,,,$19.60,
Delivery,1/10/21,#44893e20,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$40.80,-$16.32,$0.00,$3.16,,,$27.64,
Delivery,1/9/21,#194682a3,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$50.00,-$20.00,$0.00,$3.88,,,$33.88,
Delivery,1/9/21,#7bb43aab,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$25.90,-$10.36,$0.00,$2.01,,,$17.55,
Delivery,1/9/21,#654d20f5,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.00,-$6.00,$0.00,$1.16,,,$10.16,
Delivery,1/9/21,#80a8b576,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.94,-$9.57,$0.00,$1.86,,,$16.23,
Delivery,1/9/21,#a27575b8,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,1/9/21,#f2335022,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.00,-$8.40,$0.00,$1.63,,,$14.23,
Delivery,1/9/21,#2d054030,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$16.00,-$6.40,$0.00,$1.24,,,$10.84,
Delivery,1/9/21,#a0b1b384,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$1.08,,,$9.47,
Delivery,1/9/21,#030b8478,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.98,-$8.78,$0.00,$1.70,,,$14.90,
Delivery,1/9/21,#CE9E1,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$1.01,,,$8.80,
Delivery,1/9/21,#e2418929,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$40.85,-$16.34,$0.00,$3.17,,,$27.68,
Delivery,1/9/21,#185,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$32.99,-$13.20,$0.00,$2.56,,,$22.35,
Delivery,1/9/21,#104313976949359,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$30.99,-$12.16,$0.00,$1.78,,,$20.61,
Delivery,1/9/21,#bb5b9799,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$26.95,-$10.78,$0.00,$2.09,,,$18.26,
Delivery,1/9/21,#a125dd5c,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.98,-$6.39,$0.00,$1.24,,,$10.83,
Delivery,1/9/21,#7f57bc25,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.00,-$15.20,$0.00,$2.95,,,$25.75,
Delivery,1/9/21,#efc5d71d,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$34.98,-$13.99,$0.00,$2.71,,,$23.70,
Delivery,1/9/21,#03acef22,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$37.50,-$15.00,$0.00,$2.91,,,$25.41,
Delivery,1/9/21,#192,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$23.98,-$9.59,$0.00,$1.86,,,$16.25,
Delivery,1/9/21,#222,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$19.98,-$7.99,$0.00,$1.55,,,$13.54,
Delivery,1/9/21,#148c2db9,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$28.99,-$11.60,$0.00,$2.25,,,$19.64,
Delivery,1/9/21,#D4DE9,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$13.99,-$4.90,$0.00,$1.08,,,$10.17,
Delivery,1/9/21,#155,Cupid's Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$37.95,-$15.18,$0.00,$2.95,,,$25.72,
Delivery,1/9/21,#92909598,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$17.98,-$7.19,$0.00,$1.39,,,$12.18,
Delivery,1/9/21,#AF661,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.98,-$7.09,$0.00,$0.00,,,$12.89,
Delivery,1/9/21,#426C1,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.98,-$8.35,$0.00,$0.00,,,$17.63,
Delivery,1/9/21,#D7102,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$29.98,-$9.75,$0.00,$0.00,,,$20.23,
Delivery,1/9/21,#227,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$17.98,-$7.19,$0.00,$1.40,,,$12.19,
Delivery,1/9/21,#9FF3C,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$38.97,-$12.89,$0.00,$0.00,,,$26.08,
Delivery,1/9/21,#B61DA,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.49,-$5.02,$0.00,$0.00,,,$11.47,
Delivery,1/8/21,#62072bb5,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.49,-$6.20,$0.00,$1.20,,,$10.49,
Delivery,1/8/21,#8a8b2b8a,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$18.00,-$7.20,$0.00,$1.40,,,$12.20,
Delivery,1/8/21,#5cdf5599,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.48,-$12.19,$0.00,$2.36,,,$20.65,
Delivery,1/8/21,#229,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$17.45,-$6.98,$0.00,$1.36,,,$11.83,
Delivery,1/8/21,#24037,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$54.96,-$21.09,$0.00,$1.03,,,$34.90,
Delivery,1/8/21,#FB0F3,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.99,-$5.55,$0.00,$0.00,,,$12.44,
Delivery,1/8/21,#1ae1e006,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$1.00,,,$8.77,
Delivery,1/8/21,#e02b2aff,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.00,-$6.00,$0.00,$1.16,,,$10.16,
Delivery,1/8/21,#221,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$19.98,-$7.99,$0.00,$1.55,,,$13.54,
Delivery,1/8/21,#07AA2,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.49,-$5.02,$0.00,$0.00,,,$11.47,
Delivery,1/8/21,#228,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$31.90,-$12.76,$0.00,$2.48,,,$21.62,
Delivery,1/8/21,#15f8b200,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$44.00,-$17.60,$0.00,$3.41,,,$29.81,
Delivery,1/8/21,#D9AAF,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$30.98,-$10.10,$0.00,$0.00,,,$20.88,
Delivery,1/8/21,#232c893f,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.99,-$5.60,$0.00,$1.08,,,$9.47,
Delivery,1/8/21,#2b982259,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$13.95,-$5.58,$0.00,$1.08,,,$9.45,
Delivery,1/8/21,#207,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Postmates (API),$13.99,-$5.60,$0.00,$1.09,,,$9.48,
Delivery,1/8/21,#94aa06cf,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$19.98,-$7.99,$0.00,$1.55,,,$13.54,
