Type,Date,Order Number,Store,Location,Delivery Platform,Subtotal,Commission,Discounts,Adjustments,Marketplace Facilitator Tax,Total Tax Charged to Customer,Tax Passed through to Operator,Tip,Restaurant Fulfilled Delivery Fee,Other,You earned,Notes
Delivery,2022-01-29,#08bb1e85,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$64.95,-$25.98,$0.00,$0.00,$0.00,$5.03,$5.03,,$0.00,,$44.00,
Delivery,2022-01-29,#472b2d83,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.98,-$8.79,$0.00,$0.00,$0.00,$1.70,$1.70,,$0.00,,$14.89,
Delivery,2022-01-29,#cda63a55,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.95,-$5.18,$0.00,$0.00,$0.00,$1.00,$1.00,,$0.00,,$8.77,
Delivery,2022-01-29,#83e4384d,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$23.94,-$9.57,$0.00,$0.00,$0.00,$1.86,$1.86,,$0.00,,$16.23,
Delivery,2022-01-29,#6d6b0de1,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$42.00,-$16.80,$0.00,$0.00,$0.00,$3.26,$3.26,,$0.00,,$28.46,
Delivery,2022-01-29,#b612062b,Just Wing It.,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$0.00,$1.01,$1.01,,$0.00,,$8.80,
Delivery,2022-01-30,#8c28e6ef,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$48.98,-$15.60,-$3.99,$0.00,$0.00,$3.80,$3.80,,$0.00,,$33.19,
Delivery,2022-01-30,#D7705,Killer Wings,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$8.00,$0.00,$0.00,-$1.55,$1.55,$0.00,,$0.00,,$11.99,
Delivery,2022-01-30,#D4B25,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$28.48,-$11.39,$0.00,$0.00,-$2.21,$2.21,$0.00,,$0.00,,$17.09,
Delivery,2022-01-30,#3F0EF,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$41.97,-$2.80,-$13.99,$0.00,-$2.17,$2.17,$0.00,,$0.00,,$25.18,
Delivery,2022-01-30,#bf53f120,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$8.40,-$3.99,$0.00,$0.00,$2.40,$2.40,,$0.00,,$20.98,
Delivery,2022-01-30,#4e38f0fb,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$21.98,-$8.79,$0.00,$0.00,$0.00,$1.70,$1.70,,$0.00,,$14.89,
Delivery,2022-01-30,#A1CCD,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$38.97,-$15.59,$0.00,$0.00,-$3.02,$3.02,$0.00,,$0.00,,$23.38,
Delivery,2022-01-30,#6920F,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$15.49,-$6.20,$0.00,$0.00,-$1.20,$1.20,$0.00,,$0.00,,$9.29,
Delivery,2022-01-30,#8ef0a5d3,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$30.97,-$12.39,$0.00,$0.00,$0.00,$2.40,$2.40,,$0.00,,$20.98,
Delivery,2022-01-30,#4404F,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$39.97,-$4.00,-$11.99,$0.00,-$2.17,$2.17,$0.00,,$0.00,,$23.98,
Delivery,2022-01-30,#5000F,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$43.10,-$6.24,-$11.00,$0.00,-$2.49,$2.49,$0.00,,$0.00,,$25.86,
Delivery,2022-01-30,#129417833071114,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$15.45,-$1.03,-$5.00,$0.00,$0.00,$0.81,$0.81,,$0.00,,$10.23,
Delivery,2022-01-30,#677317836160151,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$38.97,-$10.45,-$5.00,$0.00,$0.00,$2.63,$2.63,,$0.00,,$26.15,
Delivery,2022-01-30,#5AE14,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.95,-$5.18,$0.00,$0.00,-$1.00,$1.00,$0.00,,$0.00,,$7.77,
Delivery,2022-01-30,#540917833090294,F*CKING GOOD PIZZA,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$27.98,-$11.19,$0.00,$0.00,$0.00,$2.17,$2.17,,$0.00,,$18.96,
Delivery,2022-01-30,#0D0E0,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$19.99,-$8.00,$0.00,$0.00,-$1.55,$1.55,$0.00,,$0.00,,$11.99,
Delivery,2022-01-30,#8997066a,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$35.97,-$8.69,-$5.40,$0.00,$0.00,$2.37,$2.37,,$0.00,,$24.25,
Delivery,2022-01-30,#33162,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$12.99,-$5.20,$0.00,$0.00,-$1.01,$1.01,$0.00,,$0.00,,$7.79,
Delivery,2022-01-30,#d00d46cb,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$12.99,-$5.20,$0.00,$0.00,$0.00,$1.01,$1.01,,$0.00,,$8.80,
Delivery,2022-01-30,#A91A1,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.99,-$9.20,$0.00,$0.00,-$1.78,$1.78,$0.00,,$0.00,,$13.79,
Delivery,2022-01-30,#4b2362ac,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$38.48,-$11.40,-$3.99,$0.00,$0.00,$2.98,$2.98,,$0.00,,$26.07,
Delivery,2022-01-30,#837017835009787,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$11.99,$0.35,-$5.00,$0.00,$0.00,$0.54,$0.54,,$0.00,,$7.88,
Delivery,2022-01-30,#c6f25e2d,Pasta Pirozzi,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$14.49,-$5.80,$0.00,$0.00,$0.00,$1.12,$1.12,,$0.00,,$9.81,
Delivery,2022-01-30,#E3426,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.49,-$8.19,$0.00,$0.00,-$1.59,$1.59,$0.00,,$0.00,,$12.30,
Delivery,2022-01-31,#96557,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$16.95,-$6.78,$0.00,$0.00,-$1.31,$1.31,$0.00,,$0.00,,$10.17,
Delivery,2022-01-31,#979617837853670,Philly Fresh Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$30.97,-$7.24,-$5.00,$0.00,$0.00,$2.01,$2.01,,$0.00,,$20.74,
Delivery,2022-01-31,#7ef26096,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$15.45,-$6.18,$0.00,$0.00,$0.00,$1.20,$1.20,,$0.00,,$10.47,
Delivery,2022-01-31,#9D18F,Brooklyn Calzones,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$26.90,-$10.76,$0.00,$0.00,-$2.08,$2.08,$0.00,,$0.00,,$16.14,
Delivery,2022-01-31,#CCC02,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$20.00,-$5.00,-$3.00,$0.00,-$1.32,$1.32,$0.00,,$0.00,,$12.00,
Delivery,2022-01-31,#D51A6,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$41.46,-$5.58,-$11.00,$0.00,-$2.36,$2.36,$0.00,,$0.00,,$24.88,
Delivery,2022-01-31,#42565aa6,The United Pepperonis of Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$39.98,-$15.99,$0.00,$0.00,$0.00,$3.10,$3.10,,$0.00,,$27.09,
Delivery,2022-01-31,#207D0,The Hot Italian,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$17.99,-$7.20,$0.00,$0.00,-$1.39,$1.39,$0.00,,$0.00,,$10.79,
Delivery,2022-01-31,#B1C14,Cheeky's Cheesesteaks,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$23.98,$2.40,-$11.99,$0.00,-$0.93,$0.93,$0.00,,$0.00,,$14.39,
Delivery,2022-01-31,#f084a37a,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$67.97,-$27.19,$0.00,$0.00,$0.00,$5.27,$5.27,,$0.00,,$46.05,
Delivery,2022-01-31,#87BF1,Ma's Meatballs,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$22.49,-$5.99,-$3.00,$0.00,-$1.51,$1.51,$0.00,,$0.00,,$13.50,
Delivery,2022-01-31,#39294,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Uber Eats,$25.00,-$7.00,-$3.00,$0.00,-$1.71,$1.71,$0.00,,$0.00,,$15.00,
Delivery,2022-01-31,#43389c6f,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$42.00,-$16.80,$0.00,$0.00,$0.00,$3.26,$3.26,,$0.00,,$28.46,
Delivery,2022-01-31,#719617840102558,Fusilli Fusilli,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",Grubhub,$15.49,-$6.19,$0.00,$0.00,$0.00,$1.20,$1.20,,$0.00,,$10.50,
Delivery,2022-01-31,#6cb7af59,Mothership Pizza,"20491 Alton Pkwy, Suite B, Lake Forest, CA 92630",DoorDash,$34.00,-$13.60,$0.00,$0.00,$0.00,$2.64,$2.64,,$0.00,,$23.04,
