"ID","Restaurant","Type","Description","Date","Time","Subtotal","Service","Delivery","Tax","Tip","Restaurant Total","Commission","Delivery Commission","Processing Fee","Withheld Tax"
"O-743514896905837","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"4/11/21","7:40 PM","15.48","0","6.99","1.74","3.63","27.84","-5.62","0","-1.15","0"
"O-496414985104021","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"4/21/21","11:45 AM","19.37","0","8.99","2.20","6.11","36.67","-7.09","0","-1.42","0"
"O-899315066557247","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"4/28/21","8:51 PM","15.74","0","2.99","1.45","2.00","22.18","-4.68","0","-0.98","0"
"O-035714792351482","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"4/1/21","8:09 PM","34.97","0","4.99","3.10","4.31","47.37","-9.99","0","-1.74","0"
"O-744214811540000","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"4/3/21","8:58 PM","23.72","0","2.99","2.07","4.31","33.09","-6.68","0","-1.31","0"
"O-438915063520288","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"4/29/21","4:51 PM","75.94","0","0.00","5.89","0","81.83","-18.99","0","-2.80","0"
"O-628715078452430","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"4/29/21","6:40 PM","44.95","0","1.99","3.63","7.59","58.16","-11.74","0","-2.07","0"
"O-494514814661389","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"4/3/21","9:38 PM","16.98","0","4.99","1.71","0","23.68","-5.49","0","-1.02","0"
"O-292314949882943","Aroma Pizza & Pasta - Alton Pkwy","Prepaid Order",,"4/16/21","8:25 PM","18.99","0","8.99","2.17","6.03","36.18","-7.00","0","-1.40","0"
"O-054414942391830","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/17/21","2:30 PM","31.48","0","0.00","2.44","0","33.92","-6.30","-3.15","-1.33","0"
"O-919515058579361","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/27/21","9:58 PM","18.76","0","0.00","1.45","0","20.21","-3.75","-1.88","-0.92","0"
"O-385215029394737","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/24/21","6:20 PM","27.99","0","0.00","2.17","0","30.16","-5.60","-2.80","-1.22","0"
"O-437514945975762","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/16/21","9:09 PM","41.76","0","0.00","3.24","0","45.00","-8.35","-4.18","-1.67","0"
"O-805314864834036","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/8/21","8:14 PM","35.21","0","0.00","2.73","0","37.94","-7.04","-3.52","-1.46","0"
"O-554614957899914","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/18/21","3:00 PM","18.48","0","0.00","1.43","0","19.91","-3.70","-1.85","-0.91","0"
"O-286514957857698","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/17/21","8:55 PM","29.99","0","0.00","2.32","0","32.31","-6.00","-3.00","-1.29","0"
"O-496414995117856","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/21/21","9:25 PM","16.49","0","0.00","1.28","0","17.77","-3.30","-1.65","-0.84","0"
"O-069214882137224","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/11/21","1:46 PM","36.94","0","0.00","2.86","0","39.80","-7.39","-3.69","-1.51","0"
"O-705514841000686","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/6/21","9:01 PM","20.98","0","0.00","1.63","0","22.61","-4.20","-2.10","-0.99","0"
"O-150314826137969","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/4/21","8:31 PM","11.24","0","0.00","0.87","0","12.11","-2.25","-1.12","-0.67","0"
"O-792114808200750","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/3/21","5:22 PM","18.46","0","0.00","1.43","0","19.89","-3.69","-1.85","-0.91","0"
"O-456914831740343","The Wing Stop - Alton Pkwy","Adjustment of O-456914831740343","QUALITY_COOKING","4/6/21","6:11 PM","-27.74","0","0.00","-2.15","0","-29.89","0","0","0","0"
"O-217514940404496","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/16/21","6:20 PM","31.46","0","0.00","2.44","0","33.90","-6.29","-3.15","-1.33","0"
"O-852414971218413","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/20/21","2:06 PM","16.49","0","0.00","1.28","0","17.77","-3.30","-1.65","-0.84","0"
"O-725214926995010","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/14/21","7:32 PM","61.43","0","0.00","4.76","0","66.19","-12.29","-6.14","-2.32","0"
"T-AwEAAAAAABLIK6JNabCYdRHrqHF3RsOVZHE","The Wing Stop - Alton Pkwy","Account Adjustment","75671481-8829917 NQ","4/8/21","7:20 AM","0","0","0.00","0.00","0","31.97","0","0","0","0"
"O-756714818829917","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/3/21","9:31 PM","31.97","0","0.00","2.48","0","34.45","-6.39","-3.20","-1.35","0"
"O-038214925455618","The Wing Stop - Alton Pkwy","Adjustment of O-038214925455618","Tip increased by diner via self-service - Tip updated by diner via help interaction","4/14/21","7:18 PM","0","0","0.00","0.00","0","0.00","0","0","0","0"
"O-407414848414594","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/6/21","7:32 PM","15.49","0","0.00","1.20","0","16.69","-3.10","-1.55","-0.81","0"
"O-792114888285958","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/10/21","7:50 PM","41.73","0","0.00","3.23","0","44.96","-8.35","-4.17","-1.67","0"
"O-247114983291186","The Wing Stop - Alton Pkwy","Prepaid Order",,"4/20/21","6:44 PM","28.74","0","0.00","2.23","0","30.97","-5.75","-2.87","-1.24","0"
